급,감염병,연결등급,계열,지침명,등록일,URL
제3급,브루셀라증,direct,,2012년 브루셀라증 예방관리지침,2018.07.10,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710551560225&q_clsfNo=0
제3급,브루셀라증,direct,,2012 브루셀라증 예방관리 지침,2012.10.25,https://www.kdca.go.kr/bbs/kdca/55/227359/artclView.do
제3급,브루셀라증,direct,,2006년 브루셀라증 실태조사 사업수행 지침,2018.07.10,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710178140041&q_clsfNo=0
제3급,브루셀라증,group,인수공통,"2026년도 인수공통감염병(브루셀라증, 공수병, 큐열, 유비저) 관리지침",2026.03.23,https://www.kdca.go.kr/bbs/kdca/55/310521/artclView.do
제3급,브루셀라증,group,인수공통,인수공통감염병 공동 역학조사 매뉴얼(3.인수공통결핵),2023.06.21,https://www.kdca.go.kr/bbs/kdca/55/228139/artclView.do
제3급,브루셀라증,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제3급,비브리오패혈증,direct,,2005년 비브리오패혈증 관리지침,2005.09.22,https://www.kdca.go.kr/bbs/kdca/55/227178/artclView.do
제3급,비브리오패혈증,direct,,[제3군] 비브리오패혈증,2008.03.03,https://www.kdca.go.kr/bbs/kdca/49/218797/artclView.do
제3급,비브리오패혈증,group,수인성,2026년 수인성·식품매개감염병 관리지침 재안내,2026.06.01,https://www.kdca.go.kr/bbs/kdca/55/311284/artclView.do
제3급,비브리오패혈증,group,수인성,2021년도 수인성‧식품매개감염병 관리 지침 및 엔테로바이러스 수족구 관리 지침,2021.03.12,https://www.kdca.go.kr/bbs/kdca/55/227856/artclView.do
제3급,비브리오패혈증,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제3급,신증후군출혈열,direct,,신증후군출혈열 사례조사서,2009.11.06,https://www.kdca.go.kr/bbs/kdca/57/228372/artclView.do
제3급,신증후군출혈열,direct,,[제3군] 신증후군출혈열,2008.03.03,https://www.kdca.go.kr/bbs/kdca/49/218804/artclView.do
제3급,신증후군출혈열,group,진드기설치류,2026년도 진드기·설치류매개감염병 관리지침,2026.03.06,https://www.kdca.go.kr/bbs/kdca/55/310390/artclView.do
제3급,신증후군출혈열,group,진드기설치류,2024년 진드기·설치류 매개 감염병 관리지침 일부 개정 안내,2024.09.09,https://www.kdca.go.kr/bbs/kdca/55/228236/artclView.do
제3급,신증후군출혈열,group,인수공통,"2026년도 인수공통감염병(브루셀라증, 공수병, 큐열, 유비저) 관리지침",2026.03.23,https://www.kdca.go.kr/bbs/kdca/55/310521/artclView.do
제3급,신증후군출혈열,group,인수공통,인수공통감염병 공동 역학조사 매뉴얼(3.인수공통결핵),2023.06.21,https://www.kdca.go.kr/bbs/kdca/55/228139/artclView.do
제3급,신증후군출혈열,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제3급,엠폭스,direct,,엠폭스 관리지침(제3-1판),2026.06.01,https://www.kdca.go.kr/bbs/kdca/55/311278/artclView.do
제3급,엠폭스,direct,,엠폭스(Mpox) 치료지침 제3판,2024.12.04,https://www.kdca.go.kr/bbs/kdca/55/228252/artclView.do
제3급,엠폭스,direct,,엠폭스 치료제 사용 안내서 제3판,2024.04.30,https://www.kdca.go.kr/bbs/kdca/55/228213/artclView.do
제3급,엠폭스,direct,,2024년 엠폭스 대응지침 6판 안내,2024.04.05,https://www.kdca.go.kr/bbs/kdca/55/228204/artclView.do
제3급,엠폭스,direct,,엠폭스 대응지침(지자체용) 제5-2판,2023.08.10,https://www.kdca.go.kr/bbs/kdca/55/228148/artclView.do
제3급,엠폭스,direct,,엠폭스 대응지침(제5-1판) 안내,2023.05.19,https://www.kdca.go.kr/bbs/kdca/55/228132/artclView.do
제3급,엠폭스,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제3급,웨스트나일열,group,모기매개,2026년도 바이러스성 모기매개감염병 관리지침,2026.03.12,https://www.kdca.go.kr/bbs/kdca/55/310434/artclView.do
제3급,웨스트나일열,group,모기매개,2024년 주요 감염병 매개모기 방제지침(개정판),2024.03.15,https://www.kdca.go.kr/bbs/kdca/55/228191/artclView.do
제3급,웨스트나일열,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제3급,유비저,direct,,"2026년도 인수공통감염병(브루셀라증, 공수병, 큐열, 유비저) 관리지침",2026.03.23,https://www.kdca.go.kr/bbs/kdca/55/310521/artclView.do
제3급,유비저,direct,,2017년도 유비저 관리지침,2017.06.12,https://www.kdca.go.kr/bbs/kdca/55/227574/artclView.do
제3급,유비저,direct,,2016년 유비저관리지침_최종,2018.07.16,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716393798622&q_clsfNo=0
제3급,유비저,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제3급,일본뇌염,direct,,[제2군] 일본 뇌염,2008.03.03,https://www.kdca.go.kr/bbs/kdca/49/218791/artclView.do
제3급,일본뇌염,group,모기매개,2026년도 바이러스성 모기매개감염병 관리지침,2026.03.12,https://www.kdca.go.kr/bbs/kdca/55/310434/artclView.do
제3급,일본뇌염,group,모기매개,2024년 주요 감염병 매개모기 방제지침(개정판),2024.03.15,https://www.kdca.go.kr/bbs/kdca/55/228191/artclView.do
제3급,일본뇌염,group,예방접종,(7.27.수정)2026년 국가예방접종 지침,2026.01.09,https://www.kdca.go.kr/bbs/kdca/55/309683/artclView.do
제3급,일본뇌염,group,예방접종,2025년 예방접종대상감염병 관리지침,2025.05.20,https://www.kdca.go.kr/bbs/kdca/55/228295/artclView.do
제3급,일본뇌염,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제3급,중증열성혈소판감소증후군(SFTS),direct,,의료인을 위한 중증열성혈소판감소증후군(SFTS) 안내서,2026.01.20,https://www.kdca.go.kr/bbs/kdca/49/309795/artclView.do
제3급,중증열성혈소판감소증후군(SFTS),direct,,중증열성혈소판감소증후군(SFTS) 공동 역학조사 매뉴얼,2025.12.31,https://www.kdca.go.kr/bbs/kdca/55/309533/artclView.do
제3급,중증열성혈소판감소증후군(SFTS),direct,,2023년 중증열성혈소판감소증후군(SFTS) 진료지침(의료인용)(2판) 안내,2023.10.20,https://www.kdca.go.kr/bbs/kdca/55/228156/artclView.do
제3급,중증열성혈소판감소증후군(SFTS),direct,,2016 중증열성혈소판감소증후군(SFTS) 의료진용 진료지침 권고안,2016.07.20,https://www.kdca.go.kr/bbs/kdca/55/227512/artclView.do
제3급,중증열성혈소판감소증후군(SFTS),direct,,중증열성혈소판감소증후군(SFTS) 진단신고기준 개정(7.1시행),2013.07.09,https://www.kdca.go.kr/bbs/kdca/55/227385/artclView.do
제3급,중증열성혈소판감소증후군(SFTS),direct,,의료기관 종사자 중증열성혈소판감소증후군(SFTS) 2차 감염 예방 수칙 포스터 및 소책자,2022.03.18,https://www.kdca.go.kr/bbs/kdca/49/219054/artclView.do
제3급,중증열성혈소판감소증후군(SFTS),group,진드기설치류,2026년도 진드기·설치류매개감염병 관리지침,2026.03.06,https://www.kdca.go.kr/bbs/kdca/55/310390/artclView.do
제3급,중증열성혈소판감소증후군(SFTS),group,진드기설치류,2024년 진드기·설치류 매개 감염병 관리지침 일부 개정 안내,2024.09.09,https://www.kdca.go.kr/bbs/kdca/55/228236/artclView.do
제3급,중증열성혈소판감소증후군(SFTS),group,인수공통,"2026년도 인수공통감염병(브루셀라증, 공수병, 큐열, 유비저) 관리지침",2026.03.23,https://www.kdca.go.kr/bbs/kdca/55/310521/artclView.do
제3급,중증열성혈소판감소증후군(SFTS),group,인수공통,인수공통감염병 공동 역학조사 매뉴얼(3.인수공통결핵),2023.06.21,https://www.kdca.go.kr/bbs/kdca/55/228139/artclView.do
제3급,중증열성혈소판감소증후군(SFTS),group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제3급,지카바이러스감염증,direct,,지카바이러스 감염증 진단검사지침(제3-1판),2017.12.20,https://www.kdca.go.kr/bbs/kdca/55/227609/artclView.do
제3급,지카바이러스감염증,direct,,가임기 여성 및 임신부 지카바이러스 감염 진료 가이드라인 2-1판,2017.03.10,https://www.kdca.go.kr/bbs/kdca/55/227547/artclView.do
제3급,지카바이러스감염증,direct,,지카바이러스 감염증 관리지침 2-1판,2016.10.19,https://www.kdca.go.kr/bbs/kdca/55/227520/artclView.do
제3급,지카바이러스감염증,direct,,지카바이러스 감염증 관리지침 (2-1판),2016.10.19,https://www.kdca.go.kr/bbs/kdca/55/227519/artclView.do
제3급,지카바이러스감염증,direct,,민간의료기관용 메르스 및 지카바이러스감염증 유전자 검사 지침,2016.08.31,https://www.kdca.go.kr/bbs/kdca/50/221083/artclView.do
제3급,지카바이러스감염증,direct,,지카바이러스감염증 진단검사지침 제1-2판,2016.05.11,https://www.kdca.go.kr/bbs/kdca/55/227484/artclView.do
제3급,지카바이러스감염증,group,모기매개,2026년도 바이러스성 모기매개감염병 관리지침,2026.03.12,https://www.kdca.go.kr/bbs/kdca/55/310434/artclView.do
제3급,지카바이러스감염증,group,모기매개,2024년 주요 감염병 매개모기 방제지침(개정판),2024.03.15,https://www.kdca.go.kr/bbs/kdca/55/228191/artclView.do
제3급,지카바이러스감염증,group,검역,2026 검역업무지침,2026.04.02,https://www.kdca.go.kr/bbs/kdca/55/310651/artclView.do
제3급,지카바이러스감염증,group,검역,2025 검역업무지침,2025.05.07,https://www.kdca.go.kr/bbs/kdca/55/228293/artclView.do
제3급,지카바이러스감염증,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제3급,진드기매개뇌염,group,진드기설치류,2026년도 진드기·설치류매개감염병 관리지침,2026.03.06,https://www.kdca.go.kr/bbs/kdca/55/310390/artclView.do
제3급,진드기매개뇌염,group,진드기설치류,2024년 진드기·설치류 매개 감염병 관리지침 일부 개정 안내,2024.09.09,https://www.kdca.go.kr/bbs/kdca/55/228236/artclView.do
제3급,진드기매개뇌염,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제3급,쯔쯔가무시증,direct,,쯔쯔가무시증 예방홍보 포스터 및 리플렛,2010.04.14,https://www.kdca.go.kr/bbs/kdca/49/218863/artclView.do
제3급,쯔쯔가무시증,direct,,쯔쯔가무시증 교육자료,2009.09.16,https://www.kdca.go.kr/bbs/kdca/49/218844/artclView.do
제3급,쯔쯔가무시증,direct,,[제3군] 쯔쯔가무시증,2008.03.03,https://www.kdca.go.kr/bbs/kdca/49/218799/artclView.do
제3급,쯔쯔가무시증,group,진드기설치류,2026년도 진드기·설치류매개감염병 관리지침,2026.03.06,https://www.kdca.go.kr/bbs/kdca/55/310390/artclView.do
제3급,쯔쯔가무시증,group,진드기설치류,2024년 진드기·설치류 매개 감염병 관리지침 일부 개정 안내,2024.09.09,https://www.kdca.go.kr/bbs/kdca/55/228236/artclView.do
제3급,쯔쯔가무시증,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제3급,치쿤구니야열,direct,,치쿤구니야열 검역관리지역 추가 지정 안내,2025.07.31,https://www.kdca.go.kr/bbs/kdca/50/221441/artclView.do
제3급,치쿤구니야열,group,모기매개,2026년도 바이러스성 모기매개감염병 관리지침,2026.03.12,https://www.kdca.go.kr/bbs/kdca/55/310434/artclView.do
제3급,치쿤구니야열,group,모기매개,2024년 주요 감염병 매개모기 방제지침(개정판),2024.03.15,https://www.kdca.go.kr/bbs/kdca/55/228191/artclView.do
제3급,치쿤구니야열,group,검역,2026 검역업무지침,2026.04.02,https://www.kdca.go.kr/bbs/kdca/55/310651/artclView.do
제3급,치쿤구니야열,group,검역,2025 검역업무지침,2025.05.07,https://www.kdca.go.kr/bbs/kdca/55/228293/artclView.do
제3급,치쿤구니야열,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제3급,큐열,direct,,"2026년도 인수공통감염병(브루셀라증, 공수병, 큐열, 유비저) 관리지침",2026.03.23,https://www.kdca.go.kr/bbs/kdca/55/310521/artclView.do
제3급,큐열,direct,,2018년도 큐열 관리지침,2018.09.21,https://www.kdca.go.kr/bbs/kdca/55/227671/artclView.do
제3급,큐열,direct,,23년 큐열 공동 역학조사 메뉴얼,2023.06.05,https://www.kdca.go.kr/bbs/kdca/55/228137/artclView.do
제3급,큐열,group,인수공통,"2026년도 인수공통감염병(브루셀라증, 공수병, 큐열, 유비저) 관리지침",2026.03.23,https://www.kdca.go.kr/bbs/kdca/55/310521/artclView.do
