번호,제목,등록일,조회,문서번호,URL
16,2008년 전염병 감시 및 보고지침,2018.07.10,102,20180710125062737,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710125062737&q_clsfNo=0
15,2003 급성호흡기관리지침,2018.07.10,72,20180710103385587,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710103385587&q_clsfNo=0
14,2012년 국가승인이 필요한 유전자변형생물체 개발 및 실험제도 안내,2018.07.10,96,20180710099741829,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710099741829&q_clsfNo=0
13,2010년 인플루엔자 표본감시 안내지침,2018.07.10,89,20180710093131609,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710093131609&q_clsfNo=0
12,2007년 법정전염병진단신고기준,2018.07.10,78,20180710073528500,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710073528500&q_clsfNo=0
11,2009년 인플루엔자 표본감시 안내지침,2018.07.10,147,20180710050222649,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710050222649&q_clsfNo=0
10,2011년 조류인플루엔자 인체감염 예방 및 관리지침,2018.07.10,78,20180710048942122,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710048942122&q_clsfNo=0
9,2003년 전염병관리사업지침,2018.07.10,84,20180710041430852,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710041430852&q_clsfNo=0
8,2003년 사스관리지침,2018.07.10,229,20180710018309878,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710018309878&q_clsfNo=0
7,2004년 전염병관리사업지침,2018.07.10,82,20180710014352537,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710014352537&q_clsfNo=0
6,2015년도 감염병관리사업지침,2018.07.09,518,20180709958244428,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180709958244428&q_clsfNo=0
5,2011년도 감염병관리사업지침,2018.07.09,684,20180709930491515,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180709930491515&q_clsfNo=0
4,2016년도 감염병관리사업지침,2018.07.09,501,20180709799339955,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180709799339955&q_clsfNo=0
3,2017년도 감염병관리사업지침,2018.07.09,1544,20180709791025978,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180709791025978&q_clsfNo=0
2,2014년도 감염병관리사업지침,2018.07.09,332,20180709781841287,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180709781841287&q_clsfNo=0
1,2013년도 감염병관리사업지침,2018.07.09,373,20180709072743186,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180709072743186&q_clsfNo=0
