제목,등록일,연도,출처,최신판,판수,URL,URL2,계열키
2017년 감염병관리시설 평가지침,2017.08.03,2017,KDCA게시판,,2,https://www.kdca.go.kr/bbs/kdca/55/227586/artclView.do,,감염병관리시설평가지침
2017년도 바이러스성 모기매개감염병 관리지침,2017.08.02,2017,KDCA게시판+감염병포털,,11,https://www.kdca.go.kr/bbs/kdca/55/227585/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716211912056&q_clsfNo=0,바이러스성모기매개감염병관리지침
의료관련감염 표준예방지침(2017),2017.07.28,2017,KDCA게시판+감염병포털,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227584/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716971366674&q_clsfNo=0,의료관련감염표준예방지침
2017년도 수인성 및 식품매개감염병관리지침,2017.07.27,2017,KDCA게시판+감염병포털,,9,https://www.kdca.go.kr/bbs/kdca/55/227583/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716557528894&q_clsfNo=0,수인성식품매개감염병관리지침
수인성식품매개질환 실험실 진단 실무 지침 2017,2017.07.14,2017,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227582/artclView.do,,수인성식품매개질환실험실진단실무지침2017
2017년도 산후조리원 감염병 관리지침,2017.07.14,2017,KDCA게시판+감염병포털,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227581/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716600040265&q_clsfNo=0,산후조리원감염병관리지침
2017 메르스 대응지침(제5판),2017.07.11,2017,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227580/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/227552/artclView.do,2017메르스대응지침
공중보건 위기대응 소통안내서,2017.07.11,2017,KDCA게시판+감염병포털,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227579/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716441715440&q_clsfNo=0,공중보건위기대응소통서
2017년도 브루셀라증 관리 지침,2017.06.12,2017,KDCA게시판+감염병포털,,3,https://www.kdca.go.kr/bbs/kdca/55/227578/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716007826007&q_clsfNo=0,브루셀라증관리지침
2017년도 공수병 관리지침,2017.06.12,2017,KDCA게시판+감염병포털,,3,https://www.kdca.go.kr/bbs/kdca/55/227577/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716250193298&q_clsfNo=0,공수병관리지침
2017년도 크로이츠펠트-야콥병 관리지침,2017.06.12,2017,KDCA게시판,,11,https://www.kdca.go.kr/bbs/kdca/55/227576/artclView.do,,크로이츠펠트야콥병관리지침
2017년도 큐열 관리지침,2017.06.12,2017,KDCA게시판+감염병포털,,3,https://www.kdca.go.kr/bbs/kdca/55/227575/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716532417122&q_clsfNo=0,큐열관리지침
2017년도 유비저 관리지침,2017.06.12,2017,KDCA게시판+감염병포털,Y,2,https://www.kdca.go.kr/bbs/kdca/55/227574/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716258335893&q_clsfNo=0,유비저관리지침
"2017년도 의료관련감염병(VRSA, CRE) 관리지침",2017.06.01,2017,KDCA게시판,,10,https://www.kdca.go.kr/bbs/kdca/55/227573/artclView.do,,의료관련감염병관리지침
2017년도 C형간염 관리지침,2017.06.01,2017,KDCA게시판+감염병포털,,5,https://www.kdca.go.kr/bbs/kdca/55/227572/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716944710754&q_clsfNo=0,C형간염관리지침
2017년 감염병 관리사업 지침,2017.05.30,2017,KDCA게시판+감염병포털,,11,https://www.kdca.go.kr/bbs/kdca/55/227571/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180709791025978&q_clsfNo=0,감염병관리사업지침
결핵 진료지침 (3판),2017.05.25,2017,KDCA게시판,,3,https://www.kdca.go.kr/bbs/kdca/55/227570/artclView.do,,결핵진료지침
"2017년도 엔테로바이러스 감염증, 수족구병 관리지침",2017.05.23,2017,KDCA게시판,,8,https://www.kdca.go.kr/bbs/kdca/55/227569/artclView.do,,엔테로바이러스감염증수족구병관리지침
예방접종대상 감염병의 역학과 관리 지침 (2017년 개정판),2017.05.12,2017,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227568/artclView.do,,예방접종대상감염병의역학과관리지침
법정감염병 진단검사 통합지침,2017.05.12,2017,KDCA게시판,,7,https://www.kdca.go.kr/bbs/kdca/55/227567/artclView.do,,법정감염병진단검사통합지침
2017년 말라리아 관리지침,2017.05.10,2017,KDCA게시판+감염병포털,,24,https://www.kdca.go.kr/bbs/kdca/55/227566/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716237996855&q_clsfNo=0,말라리아관리지침
2017년 설치류 매개감염병 관리지침,2017.05.10,2017,KDCA게시판+감염병포털,,4,https://www.kdca.go.kr/bbs/kdca/55/227565/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180822521297315&q_clsfNo=0,설치류매개감염병관리지침
2017년 진드기 매개감염병 관리지침,2017.05.10,2017,KDCA게시판+감염병포털,,4,https://www.kdca.go.kr/bbs/kdca/55/227564/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716221543212&q_clsfNo=0,진드기매개감염병관리지침
[연구기획과] 정책연구용역사업 운영규정 및 관리안내,2017.05.04,2017,KDCA게시판,,3,https://www.kdca.go.kr/bbs/kdca/55/227563/artclView.do,,정책연구용역사업운영규정관리
2017 한센사업지침,2017.04.19,2017,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227562/artclView.do,,2017한센사업지침
2017 국가결핵관리지침 발간,2017.04.17,2017,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227561/artclView.do,,2017국가결핵관리지침발간
예방접종대상 감염병 사업관리 지침,2017.04.10,2017,KDCA게시판+감염병포털,Y,2,https://www.kdca.go.kr/bbs/kdca/55/227560/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716951387663&q_clsfNo=0,예방접종대상감염병사업관리지침
'진단용 방사선 안전관리 규정' 개정 고시,2017.04.10,2017,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227559/artclView.do,,'진단용방사선안전관리규정'고시
2017 조류인플루엔자 인체감염 예방 및 관리지침,2017.04.10,2017,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227558/artclView.do,,2017조류인플루엔자인체감염예방관리지침
2017년 소아 청소년 하기도 감염의 항생제 사용지침,2017.04.06,2017,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227557/artclView.do,,소아청소년하기도감염의항생제사용지침
지역별 거점병원 운영과 관리 지침(2017),2017.04.03,2017,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227556/artclView.do,,지역별거점병원운영과관리지침
2017년 시도 심뇌혈관질환예방관리사업 안내,2017.03.30,2017,KDCA게시판,,11,https://www.kdca.go.kr/bbs/kdca/55/227555/artclView.do,,시도심뇌혈관질환예방관리사업
2017년 지역사회 통합건강증진사업 안내[심뇌혈관질환예방관리],2017.03.30,2017,KDCA게시판,,11,https://www.kdca.go.kr/bbs/kdca/55/227554/artclView.do,,지역사회통합건강증진사업
2017년 고혈압.당뇨병 등록관리사업 표준 실무지침,2017.03.30,2017,KDCA게시판,,12,https://www.kdca.go.kr/bbs/kdca/55/227553/artclView.do,,고혈압당뇨병등록관리사업표준실무지침
유전자재조합실험지침(2017),2017.03.15,2017,KDCA게시판,Y,5,https://www.kdca.go.kr/bbs/kdca/55/227548/artclView.do,,유전자재조합실험지침
가임기 여성 및 임신부 지카바이러스 감염 진료 가이드라인 2-1판,2017.03.10,2017,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227547/artclView.do,,가임기여성임신부지카바이러스감염진료가이드라인21판
공중보건 위기소통 표준운영절차(SOP)_영문,2017.02.23,2017,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227545/artclView.do,,공중보건위기소통표준운영절차영문
공중보건 위기소통 지침_영문,2017.02.23,2017,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227544/artclView.do,,공중보건위기소통지침영문
라싸열 대응지침(제1판),2017.02.22,2017,KDCA게시판,Y,2,https://www.kdca.go.kr/bbs/kdca/55/227543/artclView.do,,라싸열대응지침
국가지정입원치료병상 운영과 관리 지침,2017.02.14,2017,KDCA게시판,,5,https://www.kdca.go.kr/bbs/kdca/55/227542/artclView.do,,국가지정입원치료병상운영과관리지침
"병원체생물안전정보집(제2,3,4위험군)",2017.02.14,2017,KDCA게시판+감염병포털,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227541/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716034329659&q_clsfNo=0,병원체생물안전정보집
공중보건 위기소통 지침_국문,2017.02.06,2017,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227540/artclView.do,,공중보건위기소통지침국문
공중보건 위기소통 표준운영절차(SOP)_국문,2017.02.06,2017,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227539/artclView.do,,공중보건위기소통표준운영절차국문
2017년 어린이 국가예방접종 지원사업 관리지침(의료기관용),2017.01.06,2017,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227536/artclView.do,,어린이국가예방접종지원사업관리지침
2017 HIV/AIDS 관리지침,2016.12.14,2017,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227532/artclView.do,,2017HIV/AIDS관리지침
국립중앙인체자원은행 인체자원 관리지침(개정일 20161230),2018.07.20,2016,KDCA게시판,,2,https://www.kdca.go.kr/bbs/kdca/55/227655/artclView.do,,국립중앙인체자원은행인체자원관리지침
국립중앙인체자원은행 운영·관리 규정(개정일 20161031),2018.07.20,2016,KDCA게시판,,4,https://www.kdca.go.kr/bbs/kdca/55/227654/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/227503/artclView.do,국립중앙인체자원은행운영관리규정
국립중앙인체자원은행 인체자원 분양지침(개정일 20160428),2018.07.20,2016,KDCA게시판+감염병포털,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227653/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/227479/artclView.do,국립중앙인체자원은행인체자원분양지침
2016년 수족구병지침,2018.07.16,2016,감염병포털,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716963872432&q_clsfNo=0,,수족구병지침
2016년 중증열성혈소판증후군  진료지침,2018.07.16,2016,감염병포털,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716950662647&q_clsfNo=0,,중증열성혈소판증후군진료지침
2016년 의료기관 결핵관리 안내,2018.07.16,2016,감염병포털,,2,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716789948275&q_clsfNo=0,,의료기관결핵관리
2016년 흰줄숲모기 유충방제 관리지침,2018.07.16,2016,감염병포털,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716624742521&q_clsfNo=0,,흰줄숲모기유충방제관리지침
2016년 국가결핵관리지침,2018.07.16,2016,감염병포털,,7,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716614387203&q_clsfNo=0,,국가결핵관리지침
2016년 소아상기도감염항생제지침,2018.07.16,2016,감염병포털,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716595474284&q_clsfNo=0,,소아상기도감염항생제지침
2016년 의료관련감염병관리지침,2018.07.16,2016,감염병포털,,10,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716556741161&q_clsfNo=0,,의료관련감염병관리지침
2016년 진드기매개 감염병 관리지침,2018.07.16,2016,감염병포털,,4,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716554874241&q_clsfNo=0,,진드기매개감염병관리지침
2016년 법정감염병 진단·신고 기준,2018.07.16,2016,감염병포털,,7,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716487536637&q_clsfNo=0,,법정감염병진단신고기준
2016년 브루셀라증 관리지침,2018.07.16,2016,감염병포털,,3,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716447833417&q_clsfNo=0,,브루셀라증관리지침
2016년 라싸열 대응지침,2018.07.16,2016,감염병포털,,2,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716428684310&q_clsfNo=0,,라싸열대응지침
2016년 유비저관리지침_최종,2018.07.16,2016,감염병포털,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716393798622&q_clsfNo=0,,유비저관리지침최종
2016년 병원체검사결과 신고,2018.07.16,2016,감염병포털,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716329584602&q_clsfNo=0,,병원체검사결과신고
2016년 메르스(MERS) 대응 지침,2018.07.16,2016,감염병포털,,4,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716315640614&q_clsfNo=0,,메르스대응지침
2016년 설치류매개감염병관리지침,2018.07.16,2016,감염병포털,,4,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716240374578&q_clsfNo=0,,설치류매개감염병관리지침
2016년 표본감시감염병 신고안내 지침,2018.07.16,2016,감염병포털,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716212295058&q_clsfNo=0,,표본감시감염병신고지침
2016년 수인성및식품매개질환관리지침,2018.07.16,2016,감염병포털,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716176418281&q_clsfNo=0,,수인성식품매개질환관리지침
2016년 공중보건 위기소통 지침,2018.07.16,2016,감염병포털,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716170702677&q_clsfNo=0,,공중보건위기소통지침
2016년 큐열 관리지침,2018.07.16,2016,감염병포털,,3,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716055972107&q_clsfNo=0,,큐열관리지침
2016년 공수병 관리지침,2018.07.16,2016,감염병포털,,3,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716018016313&q_clsfNo=0,,공수병관리지침
2016년도 감염병 역학조사 연보,2017.10.12,2016,KDCA게시판,,7,https://www.kdca.go.kr/bbs/kdca/55/227596/artclView.do,,감염병역학조사연보
동물이용 생물안전 3등급 연구시설 설치·운영 해설서(2016),2017.03.21,2016,KDCA게시판+감염병포털,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227550/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716076871272&q_clsfNo=0,동물이용생물안전3등급연구시설설치운영해설서
생물안전 1·2등급 연구시설 안전관리지침(2016),2017.03.20,2016,KDCA게시판+감염병포털,Y,2,https://www.kdca.go.kr/bbs/kdca/55/227549/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716814826988&q_clsfNo=0,생물안전12등급연구시설안전관리지침
2016년 성매개감염진료지침,2017.01.13,2016,KDCA게시판+감염병포털,Y,2,https://www.kdca.go.kr/bbs/kdca/55/227538/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716218569276&q_clsfNo=0,성매개감염진료지침
고위험병원체 취급 및 보존 안전관리 가이드(2016),2017.01.09,2016,KDCA게시판+감염병포털,,3,https://www.kdca.go.kr/bbs/kdca/55/227537/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716335040533&q_clsfNo=0,고위험병원체취급보존안전관리가이드
모기 취급 실험실 생물안전 가이드,2016.12.28,2016,KDCA게시판+감염병포털,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227535/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716755005954&q_clsfNo=0,모기취급실험실생물안전가이드
[혈액] 수혈전파감염의 역학과관리(2016.12 발간),2016.12.19,2016,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227534/artclView.do,,수혈전파감염의역학과관리
고위험병원체 안전관리 지침 공고(2016-408호),2016.12.14,2016,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227533/artclView.do,,고위험병원체안전관리지침공고
2016 건강여성 첫걸음 클리닉 사업 관리 지침(의료기관용),2016.12.12,2016,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227531/artclView.do,,2016건강여성첫걸음클리닉사업관리지침
질병관리본부 연구개발과제 성과관리지침,2016.11.28,2016,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227530/artclView.do,,질병관리본부연구개발과제성과관리지침
국고보조금 지원 병원장비 관련 지침,2016.11.21,2016,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227529/artclView.do,,국고보조금지원병원장비관련지침
2016 메르스 대응지침(4-1판),2016.11.15,2016,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227527/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/227513/artclView.do,2016메르스대응지침
지카바이러스감염증 진단검사지침(제2판),2016.11.10,2016,KDCA게시판,,2,https://www.kdca.go.kr/bbs/kdca/55/227526/artclView.do,,지카바이러스감염증진단검사지침
2016 소아상기도감염항생제지침,2016.11.09,2016,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227525/artclView.do,,2016소아상기도감염항생제지침
2016 의료관련감염병관리지침,2016.11.09,2016,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227524/artclView.do,,2016의료관련감염병관리지침
법정감염병 진단검사 통합지침,2016.11.08,2016,KDCA게시판,,7,https://www.kdca.go.kr/bbs/kdca/55/227523/artclView.do,,법정감염병진단검사통합지침
2016년 C형간염 관리지침_배포용,2016.10.20,2016,KDCA게시판+감염병포털,,5,https://www.kdca.go.kr/bbs/kdca/55/227522/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716097735733&q_clsfNo=0,C형간염관리지침
