연도,주차,기준일,급,감염병,금주신고수,연누계,5년주별평균,예년대비배수,열부분추출,출처호
2026,23,2026-06-06,2,장티푸스,0,9,1.0,0.0,,19-22
2026,23,2026-06-06,2,파라티푸스,0,5,0.0,,,19-22
2026,23,2026-06-06,2,세균성이질,0,17,1.0,0.0,,19-22
2026,23,2026-06-06,2,장출혈성대장균감염증,2,111,9.0,0.22,,19-22
2026,23,2026-06-06,2,A형간염,14,734,57.0,0.25,,19-22
2026,23,2026-06-06,2,백일해,5,164,140.0,0.04,,19-22
2026,23,2026-06-06,2,유행성이하선염,132,2223,184.0,0.72,,19-22
2026,23,2026-06-06,2,풍진,0,0,0.0,,,19-22
2026,23,2026-06-06,2,수막구균 감염증,0,5,0.0,,,19-22
2026,23,2026-06-06,2,폐렴구균 감염증,3,221,7.0,0.43,,19-22
2026,23,2026-06-06,2,한센병,0,0,0.0,,,19-22
2026,23,2026-06-06,2,성홍열,199,6052,139.0,1.43,,19-22
2026,23,2026-06-06,2,반코마이신내성황색포도알균(VRSA) 감염증,0,2,0.0,,,19-22
2026,23,2026-06-06,2,카바페넴내성장내세균목(CRE) 감염증,853,22450,678.0,1.26,,19-22
2026,23,2026-06-06,2,E형간염,9,313,11.0,0.82,,19-22
2026,23,2026-06-06,3,파상풍,0,6,0.0,,,19-22
2026,23,2026-06-06,3,B형간염,1,99,6.0,0.17,,19-22
2026,23,2026-06-06,3,일본뇌염,0,0,0.0,,,19-22
2026,23,2026-06-06,3,C형간염,76,2279,155.0,0.49,,19-22
2026,23,2026-06-06,3,말라리아,13,89,21.0,0.62,,19-22
2026,23,2026-06-06,3,레지오넬라증,4,317,9.0,0.44,,19-22
2026,23,2026-06-06,3,비브리오패혈증,1,2,0.0,,,19-22
2026,23,2026-06-06,3,발진열,0,2,0.0,,,19-22
2026,23,2026-06-06,3,쯔쯔가무시증,3,65,26.0,0.12,,19-22
2026,23,2026-06-06,3,렙토스피라증,0,7,1.0,0.0,,19-22
2026,23,2026-06-06,3,브루셀라증,0,0,0.0,,,19-22
2026,23,2026-06-06,3,신증후군출혈열,0,40,6.0,0.0,,19-22
2026,23,2026-06-06,3,후천성면역결핍증(AIDS),15,293,11.0,1.36,,19-22
2026,23,2026-06-06,3,크로이츠펠트-야콥병(CJD),1,13,1.0,1.0,,19-22
2026,23,2026-06-06,3,뎅기열,0,18,2.0,0.0,,19-22
2026,23,2026-06-06,3,큐열,1,25,1.0,1.0,,19-22
2026,23,2026-06-06,3,라임병,0,12,1.0,0.0,,19-22
2026,23,2026-06-06,3,유비저,0,1,0.0,,,19-22
2026,23,2026-06-06,3,치쿤구니야열,0,2,0.0,,,19-22
2026,23,2026-06-06,3,중증열성혈소판감소증후군(SFTS),2,21,6.0,0.33,,19-22
2026,23,2026-06-06,3,지카바이러스감염증,0,1,0.0,,,19-22
2026,23,2026-06-06,3,엠폭스(원숭이두창),0,5,,,,19-22
2026,23,2026-06-06,3,매독,34,877,,,,19-22
2026,23,2026-06-06,3,매독(1기),17,299,,,,19-22
2026,23,2026-06-06,3,매독(2기),7,156,,,,19-22
2026,23,2026-06-06,3,매독(3기),0,23,,,,19-22
2026,23,2026-06-06,3,매독(선천성),0,4,,,,19-22
2026,23,2026-06-06,3,매독(잠복),10,395,,,,19-22
2026,27,2026-07-04,2,결핵,398,9348,388.0,1.03,,19-26
2026,27,2026-07-04,2,수두,533,18954,554.0,0.96,,19-26
2026,27,2026-07-04,2,홍역,0,8,0.0,,,19-26
2026,27,2026-07-04,2,콜레라,0,0,0.0,,,19-26
2026,27,2026-07-04,2,장티푸스,0,7,1.0,0.0,,19-26
2026,27,2026-07-04,2,파라티푸스,0,5,0.0,,,19-26
2026,27,2026-07-04,2,세균성이질,0,20,1.0,0.0,,19-26
2026,27,2026-07-04,2,장출혈성대장균감염증,4,199,15.0,0.27,,19-26
2026,27,2026-07-04,2,A형간염,30,934,51.0,0.59,,19-26
2026,27,2026-07-04,2,백일해,10,194,461.0,0.02,,19-26
2026,27,2026-07-04,2,유행성이하선염,124,2819,170.0,0.73,,19-26
2026,27,2026-07-04,2,풍진,0,0,0.0,,,19-26
2026,27,2026-07-04,2,수막구균 감염증,0,5,0.0,,,19-26
2026,27,2026-07-04,2,폐렴구균 감염증,2,250,5.0,0.4,,19-26
2026,27,2026-07-04,2,한센병,0,0,0.0,,,19-26
2026,27,2026-07-04,2,성홍열,228,7177,158.0,1.44,,19-26
2026,27,2026-07-04,2,반코마이신내성황색포도알균(VRSA) 감염증,0,2,0.0,,,19-26
2026,27,2026-07-04,2,카바페넴내성장내세균목(CRE) 감염증,1127,27331,773.0,1.46,,19-26
2026,27,2026-07-04,2,E형간염,14,392,14.0,1.0,,19-26
2026,27,2026-07-04,3,파상풍,0,11,1.0,0.0,,19-26
2026,27,2026-07-04,3,B형간염,4,121,6.0,0.67,,19-26
2026,27,2026-07-04,3,일본뇌염,0,0,0.0,,,19-26
2026,27,2026-07-04,3,C형간염,76,2674,159.0,0.48,,19-26
2026,27,2026-07-04,3,말라리아,10,155,30.0,0.33,,19-26
2026,27,2026-07-04,3,레지오넬라증,8,372,11.0,0.73,,19-26
2026,27,2026-07-04,3,비브리오패혈증,1,4,1.0,1.0,,19-26
2026,27,2026-07-04,3,발진열,0,2,0.0,,,19-26
2026,27,2026-07-04,3,쯔쯔가무시증,4,91,26.0,0.15,,19-26
2026,27,2026-07-04,3,렙토스피라증,1,10,2.0,0.5,,19-26
2026,27,2026-07-04,3,브루셀라증,0,1,0.0,,,19-26
2026,27,2026-07-04,3,신증후군출혈열,2,53,6.0,0.33,,19-26
2026,27,2026-07-04,3,후천성면역결핍증(AIDS),16,365,14.0,1.14,,19-26
2026,27,2026-07-04,3,크로이츠펠트-야콥병(CJD),0,19,2.0,0.0,,19-26
2026,27,2026-07-04,3,뎅기열,1,26,3.0,0.33,,19-26
2026,27,2026-07-04,3,큐열,0,48,2.0,0.0,,19-26
2026,27,2026-07-04,3,라임병,0,17,1.0,0.0,,19-26
2026,27,2026-07-04,3,유비저,0,1,0.0,,,19-26
2026,27,2026-07-04,3,치쿤구니야열,0,2,0.0,,,19-26
2026,27,2026-07-04,3,중증열성혈소판감소증후군(SFTS),3,50,9.0,0.33,,19-26
2026,27,2026-07-04,3,지카바이러스감염증,0,1,0.0,,,19-26
2026,27,2026-07-04,3,엠폭스(원숭이두창),1,7,,,,19-26
2026,27,2026-07-04,3,매독,41,1065,,,,19-26
2026,27,2026-07-04,3,매독(1기),16,370,,,,19-26
2026,27,2026-07-04,3,매독(2기),8,191,,,,19-26
2026,27,2026-07-04,3,매독(3기),2,28,,,,19-26
2026,27,2026-07-04,3,매독(선천성),0,4,,,,19-26
2026,27,2026-07-04,3,매독(잠복),15,472,,,,19-26
2026,31,2026-08-01,2,결핵,364,10627,365.0,1.0,,19-30
2026,31,2026-08-01,2,수두,399,21245,480.0,0.83,,19-30
2026,31,2026-08-01,2,홍역,0,10,0.0,,,19-30
2026,31,2026-08-01,2,콜레라,0,0,0.0,,,19-30
2026,31,2026-08-01,2,장티푸스,0,10,1.0,0.0,,19-30
2026,31,2026-08-01,2,파라티푸스,1,7,1.0,1.0,,19-30
2026,31,2026-08-01,2,세균성이질,1,24,1.0,1.0,,19-30
2026,31,2026-08-01,2,장출혈성대장균감염증,9,352,11.0,0.82,,19-30
2026,31,2026-08-01,2,A형간염,16,1062,47.0,0.34,,19-30
2026,31,2026-08-01,2,백일해,1,236,327.0,0.0,,19-30
2026,31,2026-08-01,2,유행성이하선염,92,3329,131.0,0.7,,19-30
2026,31,2026-08-01,2,풍진,0,0,0.0,,,19-30
2026,31,2026-08-01,2,수막구균 감염증,0,6,0.0,,,19-30
2026,31,2026-08-01,2,폐렴구균 감염증,4,271,6.0,0.67,,19-30
2026,31,2026-08-01,2,한센병,0,1,0.0,,,19-30
2026,31,2026-08-01,2,성홍열,97,7906,102.0,0.95,,19-30
2026,31,2026-08-01,2,반코마이신내성황색포도알균(VRSA) 감염증,0,2,0.0,,,19-30
2026,31,2026-08-01,2,카바페넴내성장내세균목(CRE) 감염증,1148,32217,831.0,1.38,,19-30
2026,31,2026-08-01,2,E형간염,7,475,14.0,0.5,,19-30
2026,31,2026-08-01,3,파상풍,0,12,1.0,0.0,,19-30
2026,31,2026-08-01,3,B형간염,4,142,7.0,0.57,,19-30
2026,31,2026-08-01,3,일본뇌염,0,0,0.0,,,19-30
2026,31,2026-08-01,3,C형간염,85,3082,144.0,0.59,,19-30
2026,31,2026-08-01,3,말라리아,10,233,26.0,0.38,,19-30
2026,31,2026-08-01,3,레지오넬라증,14,453,13.0,1.08,,19-30
2026,31,2026-08-01,3,비브리오패혈증,0,6,2.0,0.0,,19-30
2026,31,2026-08-01,3,발진열,0,3,1.0,0.0,,19-30
2026,31,2026-08-01,3,쯔쯔가무시증,2,112,24.0,0.08,,19-30
2026,31,2026-08-01,3,렙토스피라증,0,12,2.0,0.0,,19-30
2026,31,2026-08-01,3,브루셀라증,0,1,0.0,,,19-30
2026,31,2026-08-01,3,신증후군출혈열,3,68,5.0,0.6,,19-30
2026,31,2026-08-01,3,후천성면역결핍증(AIDS),12,425,14.0,0.86,,19-30
2026,31,2026-08-01,3,크로이츠펠트-야콥병(CJD),0,24,1.0,0.0,,19-30
2026,31,2026-08-01,3,뎅기열,1,32,3.0,0.33,,19-30
2026,31,2026-08-01,3,큐열,2,63,2.0,1.0,,19-30
2026,31,2026-08-01,3,라임병,1,18,1.0,1.0,,19-30
2026,31,2026-08-01,3,유비저,0,1,0.0,,,19-30
2026,31,2026-08-01,3,치쿤구니야열,0,5,0.0,,,19-30
2026,31,2026-08-01,3,중증열성혈소판감소증후군(SFTS),3,77,7.0,0.43,,19-30
2026,31,2026-08-01,3,지카바이러스감염증,0,2,0.0,,,19-30
2026,31,2026-08-01,3,엠폭스(원숭이두창),1,9,,,,19-30
2026,31,2026-08-01,3,매독,31,1224,,,,19-30
2026,31,2026-08-01,3,매독(1기),8,419,,,,19-30
2026,31,2026-08-01,3,매독(2기),5,228,,,,19-30
2026,31,2026-08-01,3,매독(3기),3,35,,,,19-30
2026,31,2026-08-01,3,매독(선천성),2,8,,,,19-30
2026,31,2026-08-01,3,매독(잠복),13,534,,,,19-30
2026,35,2026-08-29,2,결핵,405,11898,379.0,1.07,,19-34
2026,35,2026-08-29,2,수두,332,22862,357.0,0.93,,19-34
2026,35,2026-08-29,2,홍역,0,10,0.0,,,19-34
2026,35,2026-08-29,2,콜레라,0,0,0.0,,,19-34
2026,35,2026-08-29,2,장티푸스,0,14,1.0,0.0,,19-34
2026,35,2026-08-29,2,파라티푸스,0,6,1.0,0.0,,19-34
2026,35,2026-08-29,2,세균성이질,0,28,1.0,0.0,,19-34
2026,35,2026-08-29,2,장출혈성대장균감염증,1,429,8.0,0.12,,19-34
2026,35,2026-08-29,2,A형간염,25,1181,45.0,0.56,,19-34
2026,35,2026-08-29,2,백일해,11,282,181.0,0.06,,19-34
2026,35,2026-08-29,2,유행성이하선염,87,3730,131.0,0.66,,19-34
2026,35,2026-08-29,2,풍진,0,0,0.0,,,19-34
2026,35,2026-08-29,2,수막구균 감염증,0,6,0.0,,,19-34
2026,35,2026-08-29,2,폐렴구균 감염증,6,298,5.0,1.2,,19-34
2026,35,2026-08-29,2,한센병,1,3,0.0,,,19-34
2026,35,2026-08-29,2,성홍열,93,8409,73.0,1.27,,19-34
2026,35,2026-08-29,2,반코마이신내성황색포도알균(VRSA) 감염증,0,2,0.0,,,19-34
2026,35,2026-08-29,2,카바페넴내성장내세균목(CRE) 감염증,1214,37259,853.0,1.42,,19-34
2026,35,2026-08-29,2,E형간염,8,505,14.0,0.57,,19-34
2026,35,2026-08-29,3,파상풍,0,13,1.0,0.0,,19-34
2026,35,2026-08-29,3,B형간염,3,151,6.0,0.5,,19-34
2026,35,2026-08-29,3,일본뇌염,0,0,1.0,0.0,,19-34
2026,35,2026-08-29,3,C형간염,84,3476,137.0,0.61,,19-34
2026,35,2026-08-29,3,말라리아,4,285,18.0,0.22,,19-34
2026,35,2026-08-29,3,레지오넬라증,6,520,11.0,0.55,,19-34
2026,35,2026-08-29,3,비브리오패혈증,3,16,4.0,0.75,,19-34
2026,35,2026-08-29,3,발진열,0,3,0.0,,,19-34
2026,35,2026-08-29,3,쯔쯔가무시증,1,129,23.0,0.04,,19-34
2026,35,2026-08-29,3,렙토스피라증,0,16,2.0,0.0,,19-34
2026,35,2026-08-29,3,브루셀라증,0,2,0.0,,,19-34
2026,35,2026-08-29,3,신증후군출혈열,1,82,5.0,0.2,,19-34
2026,35,2026-08-29,3,후천성면역결핍증(AIDS),11,479,16.0,0.69,,19-34
2026,35,2026-08-29,3,크로이츠펠트-야콥병(CJD),0,38,1.0,0.0,,19-34
2026,35,2026-08-29,3,뎅기열,1,48,4.0,0.25,,19-34
2026,35,2026-08-29,3,큐열,0,71,2.0,0.0,,19-34
2026,35,2026-08-29,3,라임병,0,22,1.0,0.0,,19-34
2026,35,2026-08-29,3,유비저,0,1,0.0,,,19-34
2026,35,2026-08-29,3,치쿤구니야열,0,6,0.0,,,19-34
2026,35,2026-08-29,3,중증열성혈소판감소증후군(SFTS),3,96,6.0,0.5,,19-34
2026,35,2026-08-29,3,지카바이러스감염증,0,3,0.0,,,19-34
2026,35,2026-08-29,3,엠폭스(원숭이두창),0,9,,,,19-34
2026,35,2026-08-29,3,매독,33,1379,,,,19-34
2026,35,2026-08-29,3,매독(1기),8,462,,,,19-34
2026,35,2026-08-29,3,매독(2기),13,268,,,,19-34
2026,35,2026-08-29,3,매독(3기),2,42,,,,19-34
2026,35,2026-08-29,3,매독(선천성),0,8,,,,19-34
2026,35,2026-08-29,3,매독(잠복),10,599,,,,19-34
