제목,등록일,연도,출처,게시판,최신판,판수,URL,URL2,계열키
한국 영유아 발달선별검사 사용 지침서,2014.10.15,2014,KDCA게시판,지침,,2,https://www.kdca.go.kr/bbs/kdca/55/227426/artclView.do,,한국영유아발달선별검사사용지침서
2014 결핵진료지침(개정판),2014.09.17,2014,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227425/artclView.do,,2014결핵진료지침
감염병의진단기준고시 개정알림,2014.09.16,2014,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227424/artclView.do,,감염병의진단기준고시알림
감염병발생신고(보고)서,2014.09.16,2014,KDCA게시판,서식,,2,https://www.kdca.go.kr/bbs/kdca/57/228430/artclView.do,,감염병발생신고서
에볼라바이러스병 응급의료 대응 지침,2014.09.05,2014,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/221011/artclView.do,,에볼라바이러스병응급의료대응지침
고위험병원체안전관리지침,2014.08.29,2014,KDCA게시판+감염병포털,지침,,2,https://www.kdca.go.kr/bbs/kdca/55/227423/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716969559749&q_clsfNo=0,고위험병원체안전관리지침
일반항공기에서의 에볼라바이러스병 대응지침(영문판),2014.08.28,2014,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/221009/artclView.do,https://www.kdca.go.kr/bbs/kdca/50/221007/artclView.do,일반항공기에서의에볼라바이러스병대응지침
"에볼라바이러스병 환자의 검사실 검체채취, 안전 및 감염관리 지침(국가지정입원치료격리병상용)",2014.08.21,2014,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/221002/artclView.do,,에볼라바이러스병환자의검사실검체채취안전감염관리지침
2014년 에볼라병 대응지침(배포판),2014.08.18,2014,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227422/artclView.do,https://www.kdca.go.kr/bbs/kdca/50/220999/artclView.do,에볼라병대응지침
2014년 주요 감염병 매개 모기 방제 관리지침,2014.08.14,2014,KDCA게시판,지침,Y,3,https://www.kdca.go.kr/bbs/kdca/55/227421/artclView.do,,주요감염병매개모기방제관리지침
2014년 에이즈관련 민간경상보조사업 관리지침,2014.08.12,2014,KDCA게시판,지침,,3,https://www.kdca.go.kr/bbs/kdca/55/227420/artclView.do,,에이즈관련민간경상보조사업관리지침
HIV 수직감염 예방약제 보관 및 사용관련 지침,2014.08.12,2014,KDCA게시판,지침,Y,2,https://www.kdca.go.kr/bbs/kdca/55/227419/artclView.do,,HIV수직감염예방약제보관사용관련지침
결핵환자등 신고보고서(2014.07.29),2014.07.29,2014,KDCA게시판,서식,,4,https://www.kdca.go.kr/bbs/kdca/57/228429/artclView.do,,결핵환자등신고보고서
[연구기획과] 성과물활용 승인 신청서 서식,2014.07.15,2014,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/228428/artclView.do,,성과물활용승인신청서서식
"해외유입 감염병 증가, 손씻기 등 개인위생 철저",2014.06.26,2014,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/220989/artclView.do,,해외유입감염병증가손씻기등개인위생철저
골수이식대기자 등록 서식,2014.06.25,2014,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/228427/artclView.do,,골수이식대기자등록서식
2014년 감염병관리사업지침,2014.06.20,2014,KDCA게시판+감염병포털,지침,,11,https://www.kdca.go.kr/bbs/kdca/55/227418/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180709781841287&q_clsfNo=0,감염병관리사업지침
각막대기자 등록 서식,2014.06.19,2014,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/228426/artclView.do,,각막대기자등록서식
아토피·천식 안심학교 운영안내서(2014),2014.06.16,2014,KDCA게시판,지침,,7,https://www.kdca.go.kr/bbs/kdca/55/227417/artclView.do,,아토피천식안심학교운영서
생물테러감염병 발생 신고서식,2014.06.09,2014,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/228425/artclView.do,,생물테러감염병발생신고서식
홍역관리지침,2014.06.03,2014,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227416/artclView.do,,홍역관리지침
레지오넬라증 지침,2014.06.03,2014,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227415/artclView.do,,레지오넬라증지침
"학교, 의료기관, 보건소용 홍역 관리지침(2014년 5월 개정판)",2014.06.03,2014,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227414/artclView.do,,학교의료기관보건소용홍역관리지침
검시전장기등적출승인요청서,2014.06.02,2014,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/228424/artclView.do,,검시전장기등적출승인요청서
고혈압 당뇨병 환자 상담 및 응대 표준 매뉴얼,2014.05.27,2014,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/218940/artclView.do,,고혈압당뇨병환자상담응대표준매뉴얼
장기등 적출 통보서,2014.05.22,2014,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/228423/artclView.do,,장기등적출통보서
[연구기획과] 질병관리본부 학술연구개발용역과제 서식,2014.05.15,2014,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/228422/artclView.do,,질병관리본부학술연구개발용역과제서식
진드기 및 설치류 지침,2014.05.08,2014,KDCA게시판+감염병포털,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227412/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716156865088&q_clsfNo=0,진드기설치류지침
2014한센사업지침,2014.04.30,2014,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227411/artclView.do,,2014한센사업지침
감염성물질 안전수송지침,2014.04.22,2014,KDCA게시판+감염병포털,지침,,3,https://www.kdca.go.kr/bbs/kdca/55/227410/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716622343574&q_clsfNo=0,감염성물질안전수송지침
해외여행 전 홍역 예방접종 관련 공지사항,2014.04.18,2014,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/220983/artclView.do,,해외여행전홍역예방접종관련공지사항
2014 지역사회 통합건강증진사업 안내[아토피·천식 예방관리],2014.04.16,2014,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227409/artclView.do,,2014지역사회통합건강증진사업
장기등 기증자 등 지원에 관한 규정,2014.04.03,2014,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227408/artclView.do,,장기등기증자등지원에관한규정
인체조직기증자 지원에 관한 규정,2014.04.01,2014,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227407/artclView.do,,인체조직기증자지원에관한규정
검체 튜브 라벨,2014.04.01,2014,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/228421/artclView.do,,검체튜브라벨
검체 정보지,2014.04.01,2014,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/228420/artclView.do,,검체정보지
뇌사자관리 손실보상금 지급 규정,2014.03.31,2014,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227406/artclView.do,,뇌사자관리손실보상금지급규정
이송용 장기 라벨,2014.03.31,2014,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/228419/artclView.do,,이송용장기라벨
검체 이송지,2014.03.31,2014,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/228418/artclView.do,,검체이송지
잠재 뇌사자 발생시 CHECK LIST,2014.03.27,2014,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/228417/artclView.do,,잠재뇌사자발생시CHECKLIST
유급휴가 보상금 신청서,2014.03.27,2014,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/228416/artclView.do,,유급휴가보상금신청서
뇌사자관리 손실보상금 신청서,2014.03.27,2014,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/228415/artclView.do,,뇌사자관리손실보상금신청서
장기이식 업무안내입니다.,2014.03.26,2014,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227404/artclView.do,,장기이식업무입니다
수인성 식품매개질환 실험실 실무지침(2014),2014.03.19,2014,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227402/artclView.do,,수인성식품매개질환실험실실무지침
2014년 수인성식품매개질환 역학조사 지침,2014.02.26,2014,KDCA게시판,지침,,5,https://www.kdca.go.kr/bbs/kdca/55/227401/artclView.do,,수인성식품매개질환역학조사지침
2014년 수인성식품매개질환 역학조사 지침 내 양식 A~D,2014.02.26,2014,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/228414/artclView.do,,수인성식품매개질환역학조사지침내양식A~D
[연구기획과] 학술연구개발용역과제 관련 규정 및 지침,2014.02.17,2014,KDCA게시판,지침,,2,https://www.kdca.go.kr/bbs/kdca/55/227400/artclView.do,,학술연구개발용역과제관련규정지침
골다공증 예방관리 자주 하는 질문,2014.02.05,2014,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/218939/artclView.do,,골다공증예방관리자주하는질문
[연구기획과] 정책연구용역사업 운영규정 및 관리안내,2014.02.04,2014,KDCA게시판,지침,,3,https://www.kdca.go.kr/bbs/kdca/55/227399/artclView.do,,정책연구용역사업운영규정관리
[연구기획과] 정책연구용역사업 서식,2014.02.04,2014,KDCA게시판,서식,,3,https://www.kdca.go.kr/bbs/kdca/57/228413/artclView.do,,정책연구용역사업서식
2014 해외 여행을 위한 말라리아 예방지침,2014.01.17,2014,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227398/artclView.do,,2014해외여행을위한말라리아예방지침
2014 법정감염병 진단신고 기준,2014.01.03,2014,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227396/artclView.do,,2014법정감염병진단신고기준
안과감염병 표본감시 안내,2014.01.03,2014,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227395/artclView.do,,안과감염병표본감시
인플루엔자 및 수족구병 표본감시 안내,2014.01.03,2014,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227394/artclView.do,,인플루엔자수족구병표본감시
"인플루엔자 및 수족구병, 안과감염병 표본감시 신고 서식",2014.01.03,2014,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/228412/artclView.do,,인플루엔자수족구병안과감염병표본감시신고서식
"장관감염증, 엔테로바이러스 감염증 신고서식",2014.01.03,2014,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/228411/artclView.do,,장관감염증엔테로바이러스감염증신고서식
엔테로바이러스감염증 표본감시 안내,2014.01.02,2014,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227393/artclView.do,,엔테로바이러스감염증표본감시
장관감염증 표본감시 안내,2014.01.02,2014,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227392/artclView.do,,장관감염증표본감시
급성호흡기감염증 표본감시 안내,2014.01.02,2014,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227391/artclView.do,,급성호흡기감염증표본감시
급성호흡기감염증 표본감시 신고서,2014.01.02,2014,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/228410/artclView.do,,급성호흡기감염증표본감시신고서
2013년 퇴원손상통계,2018.11.06,2013,KDCA게시판,교육자료,,10,https://www.kdca.go.kr/bbs/kdca/49/218977/artclView.do,,퇴원손상통계
인체유래물은행 표준운영지침(2013.12),2016.06.30,2013,KDCA게시판,지침,,3,https://www.kdca.go.kr/bbs/kdca/55/227500/artclView.do,,인체유래물은행표준운영지침
배아생성의료기관 표준운영안내(2013.12),2016.06.30,2013,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227499/artclView.do,,배아생성의료기관표준운영
[지침]기관생물안전위원회 구성운영지침(2013),2014.05.30,2013,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227413/artclView.do,,기관생물안전위원회구성운영지침
2013년도 장기이식관리 업무안내입니다.,2014.03.26,2013,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227405/artclView.do,,장기이식관리업무입니다
감염병의 진단기준 고시(2013-140호),2014.03.19,2013,KDCA게시판,지침,,2,https://www.kdca.go.kr/bbs/kdca/55/227403/artclView.do,,감염병의진단기준고시
「기관생물안전위원회 구성․운영 지침」개정 공지,2013.12.17,2013,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/220973/artclView.do,,기관생물안전위원회구성․운영지침공지
「감염성물질 안전수송 지침」공지,2013.12.17,2013,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/220972/artclView.do,,감염성물질안전수송지침공지
예방접종등록관리 정보시스템 고도화에 따른 시스템 오픈 안내,2013.12.16,2013,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/220968/artclView.do,,예방접종등록관리정보시스템고도화에따른시스템오픈
심정지 발생 시 초기 대응 국민 행동 지침(e-book),2013.12.05,2013,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/218938/artclView.do,,심정지발생시초기대응국민행동지침
학동기 소아 천식의 관리(e-book),2013.12.05,2013,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/218937/artclView.do,,학동기소아천식의관리
학교에서의 천식발작 응급대처법 매뉴얼(e-book),2013.12.05,2013,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/218936/artclView.do,,학교에서의천식발작응급대처법매뉴얼
천식발작 응급대처법 매뉴얼(e-book),2013.12.05,2013,KDCA게시판,교육자료,,2,https://www.kdca.go.kr/bbs/kdca/49/218935/artclView.do,,천식발작응급대처법매뉴얼
알레르기비염의 올바른 치료와 관리(e-book),2013.12.05,2013,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/218934/artclView.do,,알레르기비염의올바른치료와관리
아토피피부염 제대로 관리하기(e-book),2013.12.05,2013,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/218933/artclView.do,,아토피피부염제대로관리하기
성인천식(e-book),2013.12.05,2013,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/218932/artclView.do,,성인천식
수면무호흡증 예방 관리 자주 하는 질문(e-book),2013.12.05,2013,KDCA게시판,교육자료,Y,2,https://www.kdca.go.kr/bbs/kdca/49/218931/artclView.do,,수면무호흡증예방관리자주하는질문
만성콩팥병 예방 관리 자주 하는 질문(e-book),2013.12.05,2013,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/218930/artclView.do,,만성콩팥병예방관리자주하는질문
눈 건강 관리 자주 하는 질문(e-book),2013.12.05,2013,KDCA게시판,교육자료,Y,2,https://www.kdca.go.kr/bbs/kdca/49/218929/artclView.do,,눈건강관리자주하는질문
난청 예방 관리 자주 하는 질문(e-book),2013.12.05,2013,KDCA게시판,교육자료,Y,2,https://www.kdca.go.kr/bbs/kdca/49/218928/artclView.do,,난청예방관리자주하는질문
관절염 예방 관리 자주 하는 질문(e-book),2013.12.05,2013,KDCA게시판,교육자료,Y,2,https://www.kdca.go.kr/bbs/kdca/49/218927/artclView.do,,관절염예방관리자주하는질문
만성콩팥병 예방과 관리를 위한 9대 생활 수칙(e-book),2013.12.05,2013,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/218926/artclView.do,https://www.kdca.go.kr/bbs/kdca/49/218912/artclView.do,만성콩팥병예방과관리를위한9대생활수칙
심뇌혈관질환 예방과 관리를 위한 9대 생활 수칙(e-book),2013.12.05,2013,KDCA게시판,교육자료,Y,2,https://www.kdca.go.kr/bbs/kdca/49/218925/artclView.do,,심뇌혈관질환예방과관리를위한9대생활수칙
수면무호흡증 예방과 관리를 위한 5대 생활 수칙(e-book),2013.12.05,2013,KDCA게시판,교육자료,Y,2,https://www.kdca.go.kr/bbs/kdca/49/218924/artclView.do,,수면무호흡증예방과관리를위한5대생활수칙
눈 건강관리를 위한 9대 생활 수칙(e-book),2013.12.05,2013,KDCA게시판,교육자료,Y,2,https://www.kdca.go.kr/bbs/kdca/49/218923/artclView.do,,눈건강관리를위한9대생활수칙
난청 예방과 관리를 위한 7대 생활 수칙(e-book),2013.12.05,2013,KDCA게시판,교육자료,Y,2,https://www.kdca.go.kr/bbs/kdca/49/218922/artclView.do,,난청예방과관리를위한7대생활수칙
관절염 예방과 관리를 위한 6대 생활 수칙(e-book),2013.12.05,2013,KDCA게시판,교육자료,Y,2,https://www.kdca.go.kr/bbs/kdca/49/218921/artclView.do,,관절염예방과관리를위한6대생활수칙
골다공증 예방과 관리를 위한 7대 생활 수칙(e-book),2013.12.05,2013,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/218920/artclView.do,,골다공증예방과관리를위한7대생활수칙
특정수혈부작용 발생 신고서 서식,2013.11.11,2013,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/228409/artclView.do,,특정수혈부작용발생신고서서식
2013년 성매개감염병 관리지침,2013.10.15,2013,KDCA게시판+감염병포털,지침,,12,https://www.kdca.go.kr/bbs/kdca/55/227390/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180711945006398&q_clsfNo=0,성매개감염병관리지침
감염병발생 신고서식(별지 제1호 서식),2013.09.23,2013,KDCA게시판,서식,Y,2,https://www.kdca.go.kr/bbs/kdca/57/228408/artclView.do,,감염병발생신고서식
감염병의 진단기준 고시(2013-140호) 일부개정 알림,2013.09.17,2013,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/220965/artclView.do,,감염병의진단기준고시일부알림
HIV 수직감염 예방약제 보관 및 사용관련 지침,2013.09.12,2013,KDCA게시판,지침,,2,https://www.kdca.go.kr/bbs/kdca/55/227389/artclView.do,,HIV수직감염예방약제보관사용관련지침
결핵환자등 신고보고서(2013),2013.08.28,2013,KDCA게시판,서식,,4,https://www.kdca.go.kr/bbs/kdca/57/228407/artclView.do,,결핵환자등신고보고서
심뇌혈관질환 예방관리수칙 교육 플래시 애니메이션,2013.08.22,2013,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/218919/artclView.do,,심뇌혈관질환예방관리수칙교육플래시애니메이션
2013년 결핵검사지침,2013.08.09,2013,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227388/artclView.do,,결핵검사지침
2013년 검역업무지침,2013.08.01,2013,KDCA게시판,지침,,9,https://www.kdca.go.kr/bbs/kdca/55/227387/artclView.do,,검역업무지침
2013 HIV/AIDS 관리지침,2013.07.16,2013,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227386/artclView.do,,2013HIV/AIDS관리지침
중증열성혈소판감소증후군(SFTS) 진단신고기준 개정(7.1시행),2013.07.09,2013,KDCA게시판+감염병포털,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227385/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180711951619773&q_clsfNo=0,중증열성혈소판감소증후군진단신고기준
방사선 관계 종사자 개인 피폭선량 기록 확인 신청 안내,2013.07.09,2013,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/228406/artclView.do,,방사선관계종사자개인피폭선량기록확인신청
2013 말라리아 관리 지침,2013.06.27,2013,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227384/artclView.do,,2013말라리아관리지침
법정감염병진단신고기준 제4군 교육자료,2013.06.27,2013,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/218918/artclView.do,,법정감염병진단신고기준제4군교육자료
법정감염병진단신고기준 제3군 교육자료,2013.06.27,2013,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/218917/artclView.do,,법정감염병진단신고기준제3군교육자료
법정감염병진단신고기준 제2군 교육자료,2013.06.27,2013,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/218916/artclView.do,,법정감염병진단신고기준제2군교육자료
법정감염병진단신고기준 제1군 교육자료,2013.06.27,2013,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/218915/artclView.do,,법정감염병진단신고기준제1군교육자료
예방접종 대상 감염병의 역학과 관리 2013년 수정판,2013.06.19,2013,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227383/artclView.do,,예방접종대상감염병의역학과관리수정판
질병관리본부 예규집(201306),2013.06.12,2013,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227382/artclView.do,,질병관리본부예규집
"2013년 ""전국 예방접종률 조사"" 실시 안내",2013.06.10,2013,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/220956/artclView.do,,"""전국예방접종률조사""실시"
심폐소생술 표준 교육프로그램 배포 안내,2013.05.23,2013,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/220951/artclView.do,,심폐소생술표준교육프로그램배포
심폐소생술 표준 교육프로그램,2013.05.22,2013,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/218914/artclView.do,,심폐소생술표준교육프로그램
조류인플루엔자 A(H7N9) 인체감염증 예방 및 관리지침,2013.05.07,2013,KDCA게시판+감염병포털,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227381/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180711670085928&q_clsfNo=0,조류인플루엔자A인체감염증예방관리지침
「병원체 및 감염성물질 수송 가이드(안)」 공지 및 의견 수렴,2013.04.23,2013,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/220944/artclView.do,,병원체감염성물질수송가이드공지의견수렴
2013년 학교 결핵관리지침,2013.04.22,2013,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227380/artclView.do,,학교결핵관리지침
중국 조류인플루엔자(H7N9) 인체감염자 발생에 따른 감염병 감시 강화 요청,2013.04.18,2013,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/220943/artclView.do,,중국조류인플루엔자인체감염자발생에따른감염병감시강화요청
"체세포복제배아등의 연구기관 등록신청 및 변경신고, 폐업신고 안내",2013.04.16,2013,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/228405/artclView.do,,체세포복제배아등의연구기관등록신청변경신고폐업신고
"배아연구기관 등록신청 및 변경신고, 폐업신고 안내",2013.04.16,2013,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/228404/artclView.do,,배아연구기관등록신청변경신고폐업신고
"배아생성의료기관 지정신청 및 변경신고, 휴·폐업신고 안내",2013.04.16,2013,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/228403/artclView.do,,배아생성의료기관지정신청변경신고휴폐업신고
기관위원회 등록 안내,2013.04.15,2013,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/228402/artclView.do,,기관위원회등록
2013년 감염병관리사업지침,2013.04.10,2013,KDCA게시판+감염병포털,지침,,11,https://www.kdca.go.kr/bbs/kdca/55/227379/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180709072743186&q_clsfNo=0,감염병관리사업지침
'제3회 범부처 감염병 국제 컨퍼런스' 오송심포지움 2013(OSID 2013) 9월 개최 안내,2013.04.01,2013,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/220940/artclView.do,,'제3회범부처감염병국제컨퍼런스'오송심포지움20139월개최
표본감시 신고서식,2013.03.26,2013,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/228401/artclView.do,,표본감시신고서식
신종코로나바이러스 진단신고기준(개정 2013.2.22),2013.03.18,2013,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/228400/artclView.do,,신종코로나바이러스진단신고기준
[연구기획] 학술연구용역과제 관리지침 일부 정정 통보,2013.03.14,2013,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227378/artclView.do,,학술연구용역과제관리지침일부정정통보
2013년 국가결핵관리지침,2013.03.13,2013,KDCA게시판,지침,,7,https://www.kdca.go.kr/bbs/kdca/55/227377/artclView.do,,국가결핵관리지침
심뇌혈관질환의 역학과 관리,2013.03.12,2013,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/218913/artclView.do,,심뇌혈관질환의역학과관리
2013년 수인성식품매개질환 각종 양식(A~D),2013.03.06,2013,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/228399/artclView.do,,수인성식품매개질환각종양식
2013년 수인성식품매개질환 소규모 유행 역학조사 결과보고서 양식,2013.02.06,2013,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/228398/artclView.do,,수인성식품매개질환소규모유행역학조사결과보고서양식
2012년 퇴원손상통계,2018.11.06,2012,KDCA게시판,교육자료,,10,https://www.kdca.go.kr/bbs/kdca/49/218976/artclView.do,,퇴원손상통계
2012년 인플루엔자 표본감시 안내,2018.08.22,2012,감염병포털,,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180822414831511&q_clsfNo=0,,인플루엔자표본감시
2012년 CJD 관리지침,2018.07.11,2012,감염병포털,,Y,2,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180711917281039&q_clsfNo=0,,CJD관리지침
2012년 레지오넬라 지침,2018.07.10,2012,감염병포털,,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710893052948&q_clsfNo=0,,레지오넬라지침
2012년 법정감염병 진단·신고 기준,2018.07.10,2012,감염병포털,,,6,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710645276381&q_clsfNo=0,,법정감염병진단신고기준
2012년 브루셀라증 예방관리지침,2018.07.10,2012,감염병포털,,Y,3,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710551560225&q_clsfNo=0,,브루셀라증예방관리지침
2012년 유전자재조합실험지침,2018.07.10,2012,감염병포털,,,4,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710349712510&q_clsfNo=0,,유전자재조합실험지침
