제목,등록일,연도,출처,게시판,최신판,판수,URL,URL2,계열키
2021년도 호흡기감염병 관리지침,2021.03.12,2021,KDCA게시판,지침,,7,https://www.kdca.go.kr/bbs/kdca/55/227857/artclView.do,,호흡기감염병관리지침
2021년도 수인성‧식품매개감염병 관리 지침 및 엔테로바이러스 수족구 관리 지침,2021.03.12,2021,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227856/artclView.do,,수인성식품매개감염병관리지침엔테로바이러스수족구관리지침
2021년 생물테러 대비 및 대응지침,2021.03.08,2021,KDCA게시판,지침,,2,https://www.kdca.go.kr/bbs/kdca/55/227855/artclView.do,,생물테러대비대응지침
상호주의 원칙에 따른 국가별 치료비 지원 국가(`21.3월),2021.03.08,2021,KDCA게시판,지침,,3,https://www.kdca.go.kr/bbs/kdca/55/227854/artclView.do,,상호주의원칙에따른국가별치료비지원국가
<부록><서식> 코로나19 예방접종 사업지침 지자체용,2021.03.05,2021,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/228470/artclView.do,,<부록><서식>코로나19예방접종사업지침지자체용
에볼라바이러스병 검역관리지역 추가 지정 안내,2021.03.05,2021,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/221210/artclView.do,,에볼라바이러스병검역관리지역추가지정
코로나19 예방접종 사업지침 - 병원급이상 의료기관(1판),2021.03.03,2021,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227850/artclView.do,,코로나19예방접종사업지침병원급이상의료기관
코로나19 예방접종사업지침 지자체용(1판) 공유,2021.03.03,2021,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227849/artclView.do,,코로나19예방접종사업지침지자체용공유
코로나19바이러스감염증-19 예방접종안내서(보건의료인용)1판 공유,2021.03.02,2021,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227847/artclView.do,,코로나19바이러스감염증19예방접종서1판공유
코로나19 예방접종사업지침- 요양시설용 (제1-1판) 공유,2021.03.02,2021,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227846/artclView.do,,코로나19예방접종사업지침요양시설용공유
코로나19 예방접종사업지침- 요양병원용 (제1-1판) 공유,2021.03.02,2021,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227845/artclView.do,,코로나19예방접종사업지침요양병원용공유
지역사회기반 중증외상조사 원시자료 관련 서식,2021.03.02,2021,KDCA게시판,서식,,2,https://www.kdca.go.kr/bbs/kdca/57/228469/artclView.do,,지역사회기반중증외상조사원시자료관련서식
아나필락시스 대응 매뉴얼 공유,2021.02.27,2021,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227844/artclView.do,,아나필락시스대응매뉴얼공유
코로나19 예방접종 후 이상반응 관리지침 제1판 공유,2021.02.27,2021,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227843/artclView.do,,코로나19예방접종후이상반응관리지침공유
코로나바이러스감염증-19 예방접종 예진표,2021.02.22,2021,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227841/artclView.do,,코로나바이러스감염증19예방접종예진표
2021년 고혈압 당뇨병 등록관리사업 표준 실무지침,2021.02.22,2021,KDCA게시판,지침,,12,https://www.kdca.go.kr/bbs/kdca/55/227840/artclView.do,,고혈압당뇨병등록관리사업표준실무지침
2021년 시도 심뇌혈관질환 예방관리사업 안내,2021.02.22,2021,KDCA게시판,지침,,11,https://www.kdca.go.kr/bbs/kdca/55/227839/artclView.do,,시도심뇌혈관질환예방관리사업
2021년 지역사회 통합건강증진사업 안내(심뇌혈관질환 예방관리),2021.02.22,2021,KDCA게시판,지침,,11,https://www.kdca.go.kr/bbs/kdca/55/227838/artclView.do,,지역사회통합건강증진사업
코로나바이러스감염증-19 감염취약시설 선제검사 안내,2021.02.19,2021,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227837/artclView.do,,코로나바이러스감염증19감염취약시설선제검사
코로나바이러스감염증-19 의료기관 감염예방·관리(요양·정신의료기관용),2021.02.18,2021,KDCA게시판,지침,,4,https://www.kdca.go.kr/bbs/kdca/55/227835/artclView.do,,코로나바이러스감염증19의료기관감염예방관리
자가격리자 일반진료 연계 지침,2021.02.10,2021,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227834/artclView.do,,자가격리자일반진료연계지침
코로나19 백신 보관수송 관리지침 3차 개정판,2021.02.09,2021,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227833/artclView.do,,코로나19백신보관수송관리지침
"알레르기질환 가정통신문(유치원, 어린이집 보호자용)",2021.02.05,2021,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/219016/artclView.do,,알레르기질환가정통신문
지켜라! 알레르기 연구소 보드게임,2021.02.05,2021,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/219015/artclView.do,,지켜라!알레르기연구소보드게임
알레르기질환 교육 슬라이드(초등학생 고학년용),2021.02.05,2021,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/219014/artclView.do,,알레르기질환교육슬라이드
"제1급감염병 두창, 페스트, 탄저, 보툴리눔독소증, 야토병 대응지침",2021.02.04,2021,KDCA게시판,지침,,4,https://www.kdca.go.kr/bbs/kdca/55/227831/artclView.do,,제1급감염병두창페스트탄저보툴리눔독소증야토병대응지침
제1급감염병 바이러스성출혈열 대응지침,2021.02.04,2021,KDCA게시판,지침,,4,https://www.kdca.go.kr/bbs/kdca/55/227830/artclView.do,,제1급감염병바이러스성출혈열대응지침
제1급감염병 중동호흡기증후군[MERS] 대응지침,2021.02.04,2021,KDCA게시판,지침,,3,https://www.kdca.go.kr/bbs/kdca/55/227829/artclView.do,,제1급감염병중동호흡기증후군대응지침
제1급감염병 중증급성호흡기증후군[SARS] 대응지침,2021.02.04,2021,KDCA게시판,지침,,3,https://www.kdca.go.kr/bbs/kdca/55/227828/artclView.do,,제1급감염병중증급성호흡기증후군대응지침
2021년도 바이러스성 모기매개감염병 관리지침,2021.02.04,2021,KDCA게시판,지침,,11,https://www.kdca.go.kr/bbs/kdca/55/227827/artclView.do,,바이러스성모기매개감염병관리지침
'코로나바이러스감염증-19 대응 실험실 생물안전 가이드 제3판' 개정 안내,2021.02.03,2021,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/221206/artclView.do,,'코로나바이러스감염증19대응실험실생물안전가이드'
코로나19 대응 개인보호구 4종 착탈의법 안내(포스터),2021.01.27,2021,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/219012/artclView.do,,코로나19대응개인보호구4종착탈의법
코로나바이러스감염증-19 사망자 장례비 지침,2021.01.25,2021,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227825/artclView.do,,코로나바이러스감염증19사망자장례비지침
학술연구개발용역과제 서식 모음,2021.01.19,2021,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/228468/artclView.do,,학술연구개발용역과제서식모음
응급실손상환자심층조사 결과보고회 발표자료집,2021.01.19,2021,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/219011/artclView.do,,응급실손상환자심층조사결과보고회발표자료집
집단시설 내 코로나19 확진자 선별을 위한 신속항원검사 시행 방안 및 사용 안내서,2021.01.11,2021,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227823/artclView.do,,집단시설내코로나19확진자선별을위한신속항원검사시행방안사용서
코로나바이러스감염증-19 대응 생활치료센터 운영 지침,2021.01.11,2021,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227822/artclView.do,,코로나바이러스감염증19대응생활치료센터운영지침
2021년도 감염병 관리 사업 안내,2021.01.11,2021,KDCA게시판+감염병포털,지침,,5,https://www.kdca.go.kr/bbs/kdca/55/227821/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20210719956366737&q_clsfNo=0,감염병관리사업
코로나19 예방을 위한 시험 방역관리 안내 지침,2021.01.05,2021,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227820/artclView.do,,코로나19예방을위한시험방역관리지침
2021 국가결핵관리 지침,2021.01.05,2021,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227819/artclView.do,,2021국가결핵관리지침
요양병원 등 선제 검사 관련 지침 운영안내(1-2판),2021.01.01,2021,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227818/artclView.do,,요양병원등선제검사관련지침운영
2021년 HIV/AIDS 관리지침,2020.12.30,2021,KDCA게시판+감염병포털,지침,,15,https://www.kdca.go.kr/bbs/kdca/55/227814/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20210105190523210&q_clsfNo=0,HIV/AIDS관리지침
2021년 영유아건강검진 검진의사 상담 매뉴얼 및 보호자용 설명서,2020.12.28,2021,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227812/artclView.do,,영유아건강검진검진의사상담매뉴얼보호자용설명서
2020-2021 감염병 역학조사 연보,2024.08.23,2020,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228234/artclView.do,,20202021감염병역학조사연보
감염병 발생 신고서(2020.9.11 기준),2022.02.11,2020,KDCA게시판,서식,Y,2,https://www.kdca.go.kr/bbs/kdca/57/228484/artclView.do,,감염병발생신고서
2020년 한국심폐소생술 가이드라인,2021.03.12,2020,KDCA게시판,교육자료,,2,https://www.kdca.go.kr/bbs/kdca/49/219020/artclView.do,,한국심폐소생술가이드라인
2020 예방접종 후 이상반응 관리지침,2021.03.06,2020,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227853/artclView.do,,2020예방접종후이상반응관리지침
수치로 보는 여성건강 2020,2021.02.26,2020,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/219018/artclView.do,,수치로보는여성건강2020
2020년 퇴원손상심층조사 결과보고회 발표자료집,2021.01.11,2020,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/219008/artclView.do,,퇴원손상심층조사결과보고회발표자료집
제9차(2020년도) 급성심장정지조사 심포지엄 발표자료집,2021.01.08,2020,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/219007/artclView.do,,제9차급성심장정지조사심포지엄발표자료집
코로나19 대응지침 의료기관용 1-2판 (2차 수정),2020.12.31,2020,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227817/artclView.do,,코로나19대응지침의료기관용12판
코로나19 소아 자가치료 안내서,2020.12.31,2020,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227816/artclView.do,,코로나19소아자가치료서
코로나19 확산방지를 위한 행동지침(9-3차) 및 상황별 대응 시나리오(9차),2020.12.30,2020,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227815/artclView.do,,코로나19확산방지를위한행동지침상황별대응시나리오
법정감염병 분류체계 및 신고범위,2020.12.30,2020,감염병포털,,Y,3,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20201230171846647&q_clsfNo=0,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20200922761833797&q_clsfNo=0,법정감염병분류체계신고범위
코로나19 수도권 임시 선별 검사소 운영 안내 1-1판,2020.12.21,2020,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/219006/artclView.do,,코로나19수도권임시선별검사소운영11판
코로나바이러스감염증-19 선별진료소 운영 안내,2020.12.17,2020,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227811/artclView.do,,코로나바이러스감염증19선별진료소운영
코로나바이러스감염증-19 치과 의료기관 감염예방관리,2020.12.17,2020,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227810/artclView.do,,코로나바이러스감염증19치과의료기관감염예방관리
코로나바이러스감염증-19 의료기관 감염예방관리(의원급 의료기관용),2020.12.17,2020,KDCA게시판,지침,,4,https://www.kdca.go.kr/bbs/kdca/55/227809/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/227775/artclView.do,코로나바이러스감염증19의료기관감염예방관리
코로나19 감염예방관리 의료기관용 교육 동영상,2020.12.17,2020,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/219005/artclView.do,,코로나19감염예방관리의료기관용교육동영상
인플루엔자 관리 가이드라인_요양시설용 알림,2020.12.16,2020,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227808/artclView.do,,인플루엔자관리가이드라인요양시설용알림
인플루엔자 관리 가이드라인(요양기관용),2020.12.16,2020,감염병포털,,Y,2,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20201216887608148&q_clsfNo=0,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20201125503518370&q_clsfNo=0,인플루엔자관리가이드라인
인플루엔자 관리지침,2020.12.16,2020,감염병포털,,Y,3,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20201216564660779&q_clsfNo=0,,인플루엔자관리지침
임시선별검사소 설치 현황자료입니다.(1.11.기준),2020.12.14,2020,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227807/artclView.do,,임시선별검사소설치현황자료입니다
상호주의 원칙에 따른 코로나19 격리입원치료비 지원 국가 안내(12월),2020.11.27,2020,KDCA게시판,지침,,5,https://www.kdca.go.kr/bbs/kdca/55/227806/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/227797/artclView.do,상호주의원칙에따른코로나19격리입원치료비지원국가
코로나바이러스감염증-19 진단검사비 지원 안내(8판)(보건소외 의료기관용),2020.11.27,2020,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227805/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/227804/artclView.do,코로나바이러스감염증19진단검사비지원
위생해충 분류군별 정보집,2020.11.26,2020,KDCA게시판,교육자료,,4,https://www.kdca.go.kr/bbs/kdca/49/219002/artclView.do,,위생해충분류군별정보집
"인플루엔자 관리 가이드라인(어린이집, 유치원, 학교 용) 알림",2020.11.25,2020,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227803/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/227802/artclView.do,인플루엔자관리가이드라인알림
코로나19 신속항원검사 대응 및 조치 안내,2020.11.23,2020,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227801/artclView.do,,코로나19신속항원검사대응조치
2020년도 폴리오 발생대비 및 대응 지침,2020.11.18,2020,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227800/artclView.do,,폴리오발생대비대응지침
코로나19-인플루엔자 동시유행 대비 일반 의료기관 진료절차 안내,2020.11.13,2020,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227799/artclView.do,,코로나19인플루엔자동시유행대비일반의료기관진료절차
2020-2021절기 인플루엔자 관리지침,2020.11.04,2020,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227798/artclView.do,,20202021절기인플루엔자관리지침
2020년 HIV/AIDS 관리지침 별표서식 모음,2020.10.30,2020,KDCA게시판,서식,Y,2,https://www.kdca.go.kr/bbs/kdca/57/228467/artclView.do,,HIV/AIDS관리지침별표서식모음
의료관련감염 자율보고 서식(2020. 9. 14 기준),2020.10.27,2020,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/228466/artclView.do,,의료관련감염자율보고서식
크로이츠펠트-야콥병 안내서,2020.10.26,2020,KDCA게시판,지침,,4,https://www.kdca.go.kr/bbs/kdca/55/227796/artclView.do,,크로이츠펠트야콥병서
질병관리청 기관생명윤리위원회 표준운영지침_2020년,2020.10.15,2020,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227795/artclView.do,,질병관리청기관생명윤리위원회표준운영지침
확진환자의 이동경로 등 정보공개 지침(1판) 안내,2020.10.08,2020,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227794/artclView.do,,확진환자의이동경로등정보공개지침
