게시판,artclId,제목,등록일,URL
서식,228323,국내 정상인과 CJD환자에서의 PRNP polymorphism과 점돌연변이의 분석,2005.05.07,https://www.kdca.go.kr/bbs/kdca/57/228323/artclView.do
공지사항,220068,감염병발생주보(CDWR) 17주 발간안내,2005.05.02,https://www.kdca.go.kr/bbs/kdca/50/220068/artclView.do
공지사항,220066,2005년 한센 사업지침 발간 안내,2005.04.29,https://www.kdca.go.kr/bbs/kdca/50/220066/artclView.do
지침,227165,2005년 한센사업지침,2005.04.28,https://www.kdca.go.kr/bbs/kdca/55/227165/artclView.do
공지사항,220063,감염병발생주보(CDWR) 16주 발간안내,2005.04.26,https://www.kdca.go.kr/bbs/kdca/50/220063/artclView.do
공지사항,220055,감염병발생주보(CDWR) 15주 발간안내,2005.04.19,https://www.kdca.go.kr/bbs/kdca/50/220055/artclView.do
지침,227164,2005년 성병관리지침,2005.04.15,https://www.kdca.go.kr/bbs/kdca/55/227164/artclView.do
지침,227163,2005년 전염병관리사업지침,2005.04.15,https://www.kdca.go.kr/bbs/kdca/55/227163/artclView.do
공지사항,220051,감염병발생주보(CDWR) 14주 발간안내,2005.04.14,https://www.kdca.go.kr/bbs/kdca/50/220051/artclView.do
공지사항,220048,감염병발생주보(CDWR) 13주 발간안내,2005.04.13,https://www.kdca.go.kr/bbs/kdca/50/220048/artclView.do
지침,227162,2005년 전염병보고 및 정보관리지침,2005.04.12,https://www.kdca.go.kr/bbs/kdca/55/227162/artclView.do
공지사항,220045,2005년 결핵관리지침 발간 안내,2005.04.12,https://www.kdca.go.kr/bbs/kdca/50/220045/artclView.do
지침,227161,2005년 결핵관리지침,2005.04.04,https://www.kdca.go.kr/bbs/kdca/55/227161/artclView.do
공지사항,220036,감염병발생주보(CDWR) 12주 발간안내,2005.04.01,https://www.kdca.go.kr/bbs/kdca/50/220036/artclView.do
공지사항,220029,감염병발생주보(CDWR) 11주 발간안내,2005.03.24,https://www.kdca.go.kr/bbs/kdca/50/220029/artclView.do
공지사항,220026,감염병발생주보(CDWR) 10주 발간안내,2005.03.18,https://www.kdca.go.kr/bbs/kdca/50/220026/artclView.do
공지사항,220025,감염병발생주보(CDWR) 9주 발간안내,2005.03.18,https://www.kdca.go.kr/bbs/kdca/50/220025/artclView.do
공지사항,220023,감염병발생주보(CDWR) 8주 발간안내,2005.03.08,https://www.kdca.go.kr/bbs/kdca/50/220023/artclView.do
공지사항,220022,감염병발생주보(CDWR) 7주 발간안내,2005.03.08,https://www.kdca.go.kr/bbs/kdca/50/220022/artclView.do
지침,227160,2005년 크로이츠펠트-야콥병 표본감시 관리지침,2005.03.04,https://www.kdca.go.kr/bbs/kdca/55/227160/artclView.do
공지사항,220020,감염병발생주보(CDWR) 6주 발간안내,2005.02.17,https://www.kdca.go.kr/bbs/kdca/50/220020/artclView.do
공지사항,220019,감염병발생주보(CDWR) 5주 발간안내,2005.02.07,https://www.kdca.go.kr/bbs/kdca/50/220019/artclView.do
공지사항,220018,감염병발생주보(CDWR) 4주 발간안내,2005.02.03,https://www.kdca.go.kr/bbs/kdca/50/220018/artclView.do
공지사항,220016,감염병발생주보(CDWR) 3주 발간안내,2005.02.01,https://www.kdca.go.kr/bbs/kdca/50/220016/artclView.do
공지사항,220015,감염병발생주보(CDWR) 2주 발간안내,2005.01.27,https://www.kdca.go.kr/bbs/kdca/50/220015/artclView.do
공지사항,220013,감염병발생주보(CDWR) 1주 발간 안내,2005.01.14,https://www.kdca.go.kr/bbs/kdca/50/220013/artclView.do
공지사항,220011,감염병발생주보(CDWR) 51주 발간안내,2004.12.28,https://www.kdca.go.kr/bbs/kdca/50/220011/artclView.do
공지사항,220009,감염병발생주보(CDWR) 50주 발간안내,2004.12.20,https://www.kdca.go.kr/bbs/kdca/50/220009/artclView.do
공지사항,220006,감염병발생주보(CDWR) 49주 발간안내,2004.12.13,https://www.kdca.go.kr/bbs/kdca/50/220006/artclView.do
공지사항,220005,감염병발생주보(CDWR) 48주 발간안내,2004.12.07,https://www.kdca.go.kr/bbs/kdca/50/220005/artclView.do
공지사항,220004,감염병발생주보(CDWR) 44주 수정발간 안내,2004.12.02,https://www.kdca.go.kr/bbs/kdca/50/220004/artclView.do
공지사항,220002,감염병발생주보(CDWR) 47주 발간안내,2004.12.02,https://www.kdca.go.kr/bbs/kdca/50/220002/artclView.do
공지사항,220000,감염병발생주보(CDWR) 46주 발간안내,2004.11.23,https://www.kdca.go.kr/bbs/kdca/50/220000/artclView.do
공지사항,219999,감염병발생주보(CDWR) 45주 발간안내,2004.11.16,https://www.kdca.go.kr/bbs/kdca/50/219999/artclView.do
공지사항,219998,감염병발생주보(CDWR) 43주 발간안내,2004.11.03,https://www.kdca.go.kr/bbs/kdca/50/219998/artclView.do
공지사항,219996,감염병발생주보(CDWR) 42주 발간안내,2004.10.26,https://www.kdca.go.kr/bbs/kdca/50/219996/artclView.do
공지사항,219995,감염병발생주보(CDWR) 41주 발간안내,2004.10.19,https://www.kdca.go.kr/bbs/kdca/50/219995/artclView.do
공지사항,219993,감염병발생주보(CDWR) 40주 발간안내,2004.10.13,https://www.kdca.go.kr/bbs/kdca/50/219993/artclView.do
공지사항,219992,감염병발생주보(CDWR) 39주 발간안내,2004.10.06,https://www.kdca.go.kr/bbs/kdca/50/219992/artclView.do
공지사항,219988,감염병발생주보(CDWR) 38주 발간안내,2004.09.24,https://www.kdca.go.kr/bbs/kdca/50/219988/artclView.do
공지사항,219987,감염병발생주보(CDWR) 37주 발간안내,2004.09.24,https://www.kdca.go.kr/bbs/kdca/50/219987/artclView.do
지침,227159,2004년 인플루엔자 관리지침,2004.09.16,https://www.kdca.go.kr/bbs/kdca/55/227159/artclView.do
공지사항,219977,감염병발생주보(CDWR) 36주 발간안내,2004.09.16,https://www.kdca.go.kr/bbs/kdca/50/219977/artclView.do
공지사항,219973,감염병발생주보(CDWR) 35주 발간안내,2004.09.10,https://www.kdca.go.kr/bbs/kdca/50/219973/artclView.do
공지사항,219972,감염병발생주보(CDWR) 34주 발간안내,2004.09.01,https://www.kdca.go.kr/bbs/kdca/50/219972/artclView.do
공지사항,219971,감염병발생주보(CDWR) 33주 발간안내,2004.08.27,https://www.kdca.go.kr/bbs/kdca/50/219971/artclView.do
공지사항,219969,감염병발생주보(CDWR) 32주 발간안내,2004.08.19,https://www.kdca.go.kr/bbs/kdca/50/219969/artclView.do
공지사항,219968,감염병발생주보(CDWR) 31주 발간안내,2004.08.12,https://www.kdca.go.kr/bbs/kdca/50/219968/artclView.do
공지사항,219967,감염병발생주보(CDWR) 30주 발간안내,2004.08.05,https://www.kdca.go.kr/bbs/kdca/50/219967/artclView.do
공지사항,219966,감염병발생주보(CDWR) 29주 발간안내,2004.07.30,https://www.kdca.go.kr/bbs/kdca/50/219966/artclView.do
공지사항,219965,감염병발생주보(CDWR) 28주 발간 안내,2004.07.22,https://www.kdca.go.kr/bbs/kdca/50/219965/artclView.do
공지사항,219963,감염병발생주보(CDWR) 27주 발간 안내,2004.07.14,https://www.kdca.go.kr/bbs/kdca/50/219963/artclView.do
지침,227158,2004 결핵관리지침,2004.07.01,https://www.kdca.go.kr/bbs/kdca/55/227158/artclView.do
공지사항,219961,감염병발생주보(CDWR) 25주 발간 안내,2004.06.30,https://www.kdca.go.kr/bbs/kdca/50/219961/artclView.do
지침,227157,2004년 전염병관리사업지침,2004.06.14,https://www.kdca.go.kr/bbs/kdca/55/227157/artclView.do
공지사항,219956,감염병발생주보(CDWR) 20주 발간 안내,2004.05.27,https://www.kdca.go.kr/bbs/kdca/50/219956/artclView.do
공지사항,219952,역학조사과 연구원 모집,2004.05.07,https://www.kdca.go.kr/bbs/kdca/50/219952/artclView.do
공지사항,219948,감염병발생주보(CDWR) 15주 발간 안내,2004.04.20,https://www.kdca.go.kr/bbs/kdca/50/219948/artclView.do
지침,227156,2004년 성병관리지침,2004.04.14,https://www.kdca.go.kr/bbs/kdca/55/227156/artclView.do
지침,227155,2004년 HIV/AIDS 관리지침,2004.04.14,https://www.kdca.go.kr/bbs/kdca/55/227155/artclView.do
공지사항,219947,감염병발생주보(CDWR) 14주,2004.04.14,https://www.kdca.go.kr/bbs/kdca/50/219947/artclView.do
공지사항,219945,감염병발생주보(CDWR) 13주 발간 안내,2004.04.06,https://www.kdca.go.kr/bbs/kdca/50/219945/artclView.do
공지사항,219943,감염병발생주보(CDWR) 12주 발간 안내,2004.03.29,https://www.kdca.go.kr/bbs/kdca/50/219943/artclView.do
공지사항,219939,감염병발생주보(CDWR) 11주 발간 안내,2004.03.22,https://www.kdca.go.kr/bbs/kdca/50/219939/artclView.do
공지사항,219937,감염병발생주보(CDWR) 10주 발간 안내,2004.03.16,https://www.kdca.go.kr/bbs/kdca/50/219937/artclView.do
공지사항,219934,감염병발생주보(CDWR) 9주 발간 안내,2004.03.10,https://www.kdca.go.kr/bbs/kdca/50/219934/artclView.do
공지사항,219924,감염병발생주보(CDWR) 8주 발간 안내,2004.03.03,https://www.kdca.go.kr/bbs/kdca/50/219924/artclView.do
공지사항,219920,감염병발생주보(CDWR) 7주 발간 안내,2004.02.25,https://www.kdca.go.kr/bbs/kdca/50/219920/artclView.do
공지사항,219917,2004년 전염병관리사업 지침,2004.02.21,https://www.kdca.go.kr/bbs/kdca/50/219917/artclView.do
공지사항,219911,감염병발생주보(CDWR) 6주 발간,2004.02.17,https://www.kdca.go.kr/bbs/kdca/50/219911/artclView.do
공지사항,219909,조류인플루엔자인체감염예방및관리지침(PDF파일),2004.02.16,https://www.kdca.go.kr/bbs/kdca/50/219909/artclView.do
공지사항,219902,감염병발생주보(CDWR),2004.02.12,https://www.kdca.go.kr/bbs/kdca/50/219902/artclView.do
공지사항,219900,조류인플루엔자인체감염예방및관리지침,2004.02.11,https://www.kdca.go.kr/bbs/kdca/50/219900/artclView.do
공지사항,219887,감염병발생주보(CDWR) 4주,2004.02.02,https://www.kdca.go.kr/bbs/kdca/50/219887/artclView.do
공지사항,219881,감염병발생주보(CDWR) 3주,2004.01.29,https://www.kdca.go.kr/bbs/kdca/50/219881/artclView.do
공지사항,219869,감염병발생주보(CDWR) 2주,2004.01.19,https://www.kdca.go.kr/bbs/kdca/50/219869/artclView.do
공지사항,219866,감염병발생주보(CDWR) 1주,2004.01.14,https://www.kdca.go.kr/bbs/kdca/50/219866/artclView.do
공지사항,219864,감염병발생주보(CDWR) 52주,2004.01.05,https://www.kdca.go.kr/bbs/kdca/50/219864/artclView.do
공지사항,219862,감염병발생주보(CDWR) 51주,2003.12.29,https://www.kdca.go.kr/bbs/kdca/50/219862/artclView.do
공지사항,219856,조류인플루엔자:인체감염예방관리지침,2003.12.24,https://www.kdca.go.kr/bbs/kdca/50/219856/artclView.do
공지사항,219855,감염병발생주보(CDWR) 50주,2003.12.22,https://www.kdca.go.kr/bbs/kdca/50/219855/artclView.do
공지사항,219852,감염병발생주보(CDWR) 49주,2003.12.16,https://www.kdca.go.kr/bbs/kdca/50/219852/artclView.do
공지사항,219850,감염병발생주보(CDWR) 48주,2003.12.08,https://www.kdca.go.kr/bbs/kdca/50/219850/artclView.do
공지사항,219848,감염병발생주보(CDWR) 47주,2003.12.01,https://www.kdca.go.kr/bbs/kdca/50/219848/artclView.do
공지사항,219847,감염병발생주보(CDWR) 46주,2003.11.24,https://www.kdca.go.kr/bbs/kdca/50/219847/artclView.do
공지사항,219845,감염병발생주보(CDWR) 45주,2003.11.17,https://www.kdca.go.kr/bbs/kdca/50/219845/artclView.do
지침,227154,브루셀라 관리지침 및 교육자료,2003.11.14,https://www.kdca.go.kr/bbs/kdca/55/227154/artclView.do
공지사항,219842,감염병발생주보(CDWR) 43주,2003.11.03,https://www.kdca.go.kr/bbs/kdca/50/219842/artclView.do
공지사항,219840,감염병발생주보(CDWR) 42주,2003.10.28,https://www.kdca.go.kr/bbs/kdca/50/219840/artclView.do
공지사항,219839,감염병발생주보(CDWR) 41주,2003.10.20,https://www.kdca.go.kr/bbs/kdca/50/219839/artclView.do
지침,227153,2003-2004절기 사스 총괄지침_보건기관용,2003.10.14,https://www.kdca.go.kr/bbs/kdca/55/227153/artclView.do
공지사항,219836,감염병발생주보(CDWR) 40주,2003.10.13,https://www.kdca.go.kr/bbs/kdca/50/219836/artclView.do
공지사항,219834,감염병발생주보(CDWR) 39주,2003.10.06,https://www.kdca.go.kr/bbs/kdca/50/219834/artclView.do
공지사항,219831,감염병발생주보(CDWR)38주,2003.09.29,https://www.kdca.go.kr/bbs/kdca/50/219831/artclView.do
지침,227152,인플루엔자 표본감시 운영지침_2003,2003.09.26,https://www.kdca.go.kr/bbs/kdca/55/227152/artclView.do
공지사항,219826,감염병발생주보(CDWR) 37주,2003.09.22,https://www.kdca.go.kr/bbs/kdca/50/219826/artclView.do
공지사항,219823,감염병 발생주보(CDWR) 36주,2003.09.16,https://www.kdca.go.kr/bbs/kdca/50/219823/artclView.do
공지사항,219820,감염병발생주보(CDWR) 35주,2003.09.08,https://www.kdca.go.kr/bbs/kdca/50/219820/artclView.do
공지사항,219818,감염병발생주보(CDWR) 34주,2003.09.02,https://www.kdca.go.kr/bbs/kdca/50/219818/artclView.do
지침,227151,2003-2004 인플루엔자 관리지침,2003.08.27,https://www.kdca.go.kr/bbs/kdca/55/227151/artclView.do
공지사항,219816,감염병발생주보(CDWR) 33주,2003.08.25,https://www.kdca.go.kr/bbs/kdca/50/219816/artclView.do
공지사항,219814,감염병발생주보(CDWR) 32주,2003.08.19,https://www.kdca.go.kr/bbs/kdca/50/219814/artclView.do
공지사항,219811,감염병발생주보(CDWR) 31주,2003.08.12,https://www.kdca.go.kr/bbs/kdca/50/219811/artclView.do
지침,227150,웨스트나일바이러스감염증관리지침,2003.08.06,https://www.kdca.go.kr/bbs/kdca/55/227150/artclView.do
공지사항,219810,감염병발생주보(CDWR) 30주,2003.08.04,https://www.kdca.go.kr/bbs/kdca/50/219810/artclView.do
공지사항,219808,감염병발생주보(CDWR) 29주,2003.07.28,https://www.kdca.go.kr/bbs/kdca/50/219808/artclView.do
공지사항,219806,감염병발생주보(CDWR) 28주,2003.07.21,https://www.kdca.go.kr/bbs/kdca/50/219806/artclView.do
공지사항,219804,감염병발생주보(CDWR) 27주,2003.07.14,https://www.kdca.go.kr/bbs/kdca/50/219804/artclView.do
공지사항,219799,감염병 발생주보(CDWR) 26주,2003.07.07,https://www.kdca.go.kr/bbs/kdca/50/219799/artclView.do
공지사항,219792,감염병발생주보(CDWR) 25주,2003.06.30,https://www.kdca.go.kr/bbs/kdca/50/219792/artclView.do
공지사항,219785,감염병 발생주보(CDWR) 24주,2003.06.23,https://www.kdca.go.kr/bbs/kdca/50/219785/artclView.do
공지사항,219779,감염병 발생주보CDWR) 23주,2003.06.16,https://www.kdca.go.kr/bbs/kdca/50/219779/artclView.do
공지사항,219775,보건의료인 사스 접촉자 관리지침_0611,2003.06.11,https://www.kdca.go.kr/bbs/kdca/50/219775/artclView.do
공지사항,219772,감염병 발생주보(CDWR)22주,2003.06.09,https://www.kdca.go.kr/bbs/kdca/50/219772/artclView.do
공지사항,219764,감염병발생주보(CDWR)21주,2003.06.03,https://www.kdca.go.kr/bbs/kdca/50/219764/artclView.do
공지사항,219757,감염병 발생주보(CDWR) 20주,2003.05.27,https://www.kdca.go.kr/bbs/kdca/50/219757/artclView.do
공지사항,219742,감염병발생주보(CDWR) 18주,2003.05.13,https://www.kdca.go.kr/bbs/kdca/50/219742/artclView.do
공지사항,219735,감염병발생주보(CDWR) 17주,2003.05.06,https://www.kdca.go.kr/bbs/kdca/50/219735/artclView.do
공지사항,219726,사스 관련 지침 및 업데이트 안내,2003.04.30,https://www.kdca.go.kr/bbs/kdca/50/219726/artclView.do
공지사항,219723,감염병발생주보(CDWR)16주,2003.04.28,https://www.kdca.go.kr/bbs/kdca/50/219723/artclView.do
공지사항,219716,감염병발생주보(CDWR) 15주,2003.04.22,https://www.kdca.go.kr/bbs/kdca/50/219716/artclView.do
공지사항,219708,감염병발생주보(CDWR) 14주,2003.04.14,https://www.kdca.go.kr/bbs/kdca/50/219708/artclView.do
공지사항,219699,감염병발생주보(CDWR) 13주,2003.04.07,https://www.kdca.go.kr/bbs/kdca/50/219699/artclView.do
공지사항,219691,감염병발생주보(CDWR) 12주,2003.04.01,https://www.kdca.go.kr/bbs/kdca/50/219691/artclView.do
지침,227149,2003 성병관리지침,2003.03.24,https://www.kdca.go.kr/bbs/kdca/55/227149/artclView.do
지침,227148,2003년 HIV/AIDS 관리지침,2003.03.24,https://www.kdca.go.kr/bbs/kdca/55/227148/artclView.do
공지사항,219682,감염병 발생주보(CDWR) 11주,2003.03.24,https://www.kdca.go.kr/bbs/kdca/50/219682/artclView.do
공지사항,219677,급성호흡기증후군 역학조사시 감염위험지역 사례정의 변경 안내,2003.03.20,https://www.kdca.go.kr/bbs/kdca/50/219677/artclView.do
공지사항,219672,급성호흡기증후군 관리지침,2003.03.18,https://www.kdca.go.kr/bbs/kdca/50/219672/artclView.do
지침,227147,급성호흡기증후군 관리지침,2003.03.17,https://www.kdca.go.kr/bbs/kdca/55/227147/artclView.do
공지사항,219671,감염병발생주보(CDWR) 10주 개요,2003.03.17,https://www.kdca.go.kr/bbs/kdca/50/219671/artclView.do
공지사항,219666,감염병 발생주보(CDWR) 9주,2003.03.11,https://www.kdca.go.kr/bbs/kdca/50/219666/artclView.do
지침,227146,2003년도 결핵관리지침,2003.03.05,https://www.kdca.go.kr/bbs/kdca/55/227146/artclView.do
공지사항,219664,감염병발생정보(CDMR) 발간 안내-2003년2월호,2003.03.04,https://www.kdca.go.kr/bbs/kdca/50/219664/artclView.do
공지사항,219663,감염병발생주보(CDWR)8주,2003.03.03,https://www.kdca.go.kr/bbs/kdca/50/219663/artclView.do
공지사항,219658,감염병 발생주보(CDWR)7주,2003.02.24,https://www.kdca.go.kr/bbs/kdca/50/219658/artclView.do
지침,227145,2003 홍역 예방.관리(지침)자료,2003.02.22,https://www.kdca.go.kr/bbs/kdca/55/227145/artclView.do
지침,227144,2003 전염병관리지침,2003.02.21,https://www.kdca.go.kr/bbs/kdca/55/227144/artclView.do
공지사항,219655,감염병발생주보(CDWR) 6주,2003.02.17,https://www.kdca.go.kr/bbs/kdca/50/219655/artclView.do
